,DATAHORA,ORDEM,LINHA,LATITUDE,LONGITUDE,VELOCIDADE
13735,2019-03-17 15:05:22,C13042,744.0,-22.876089,-43.420429,0.0
13736,2019-03-17 15:05:22,C30051,810.0,-22.92766,-43.37252,43.0
13737,2019-03-17 15:05:22,C30106,731.0,-22.871361,-43.48785,7.0
13738,2019-03-17 15:05:22,C30112,,-22.91972,-43.64222,61.0
13739,2019-03-17 15:05:22,C30125,SV790,-22.88064,-43.357201,0.0
13740,2019-03-17 15:05:22,C30280,341.0,-22.91522,-43.242809,30.0
13741,2019-03-17 15:05:22,C30283,,-22.951019,-43.34787,0.0
13742,2019-03-17 15:05:22,C30296,LECD23,-22.88553,-43.343521,11.0
13743,2019-03-17 15:05:22,C30309,557.0,-22.979,-43.333529999999996,0.0
13744,2019-03-17 15:05:22,C30372,877.0,-22.939341,-43.344181,0.0
13745,2019-03-17 15:05:22,C42610,607.0,-22.889259,-43.311131,37.0
13746,2019-03-17 15:05:22,C47521,636.0,-22.880939,-43.35844,0.0
13747,2019-03-17 15:05:22,C47567,348.0,-22.890659,-43.296989,70.0
13748,2019-03-17 15:05:22,C47597,862.0,-22.995819,-43.365688,42.0
13749,2019-03-17 15:05:22,C47618,636.0,-22.879579999999997,-43.35714,0.0
13750,2019-03-17 15:05:22,C47708,880.0,-23.00168,-43.367001,0.0
13751,2019-03-17 15:05:22,C47731,636.0,-22.88446,-43.342929999999996,33.0
13752,2019-03-17 15:05:22,C47753,862.0,-22.9519,-43.350201,0.0
13753,2019-03-17 15:05:22,C47768,862.0,-22.97241,-43.336819,19.0
13754,2019-03-17 15:05:22,C47804,390.0,-22.900761,-43.177551,0.0
13755,2019-03-17 15:05:22,C47868,601.0,-22.9529,-43.350861,0.0
13756,2019-03-17 15:05:22,C47929,,-22.95274,-43.348358000000005,0.0
13757,2019-03-17 15:05:22,D13218,803.0,-22.878889,-43.491402,0.0
13758,2019-03-17 15:05:22,D13255,878.0,-22.979719,-43.333302,5.0
13759,2019-03-17 15:05:22,D13265,803.0,-22.876471,-43.419609,0.0
13760,2019-03-17 15:05:22,D13305,794.0,-22.87649,-43.419899,0.0
13761,2019-03-17 15:05:22,D13307,936.0,-22.883329,-43.552979,0.0
13762,2019-03-17 15:05:22,D13384,794.0,-22.87706,-43.368351000000004,44.0
13763,2019-03-17 15:05:22,D13386,784.0,-22.875799,-43.419891,0.0
13764,2019-03-17 15:05:22,D13502,812.0,-22.875851,-43.419810999999996,0.0
13765,2019-03-17 15:05:22,D86332,838.0,-22.956948999999998,-43.604931,23.0
13766,2019-03-17 15:05:22,D86775,2334.0,-23.00808,-43.285622,72.0
13767,2019-03-17 15:05:23,A29128,473.0,-22.895398999999998,-43.22694,22.0
13768,2019-03-17 15:05:23,A41020,460.0,-22.909941,-43.221439000000004,0.0
13769,2019-03-17 15:05:23,A41043,460.0,-22.96862,-43.217331,24.0
13770,2019-03-17 15:05:23,A41104,100.0,-22.902571,-43.207878,0.0
13771,2019-03-17 15:05:23,A41439,460.0,-22.910101,-43.2407,21.0
13772,2019-03-17 15:05:23,A48144,134.0,-22.910664,-43.26947,0.0
13773,2019-03-17 15:05:23,A63536,107.0,-22.92935,-43.174129,0.0
13774,2019-03-17 15:05:23,A63538,435.0,-22.867661,-43.258492,0.0
13775,2019-03-17 15:05:23,C12043,,-22.850170000000002,-43.766022,0.0
13776,2019-03-17 15:05:23,C13029,341.0,-22.91469,-43.381001,0.0
13777,2019-03-17 15:05:23,C13039,878.0,-23.012439999999998,-43.318588,0.0
13778,2019-03-17 15:05:23,C13061,746.0,-22.87957,-43.357029,0.0
13779,2019-03-17 15:05:23,C13120,737.0,-22.869671,-43.430659999999996,51.0
13780,2019-03-17 15:05:23,C30042,,-22.950041,-43.347969,0.0
13781,2019-03-17 15:05:23,C30065,745.0,-22.875870000000003,-43.456371000000004,31.0
13782,2019-03-17 15:05:23,C30071,555.0,-22.97468,-43.335640000000005,14.0
13783,2019-03-17 15:05:23,C30144,,-22.94735,-43.36063,18.0
13784,2019-03-17 15:05:23,C30230,,-22.950121,-43.347771,0.0
13785,2019-03-17 15:05:23,C30285,550.0,-22.951191,-43.3484,0.0
13786,2019-03-17 15:05:23,C30341,565.0,-23.00742,-43.30415,4.0
13787,2019-03-17 15:05:23,C30353,,-22.950251,-43.3484,0.0
13788,2019-03-17 15:05:23,C42537,607.0,-22.91431,-43.205448,40.0
13789,2019-03-17 15:05:23,C47482,863.0,-23.000339999999998,-43.357719,11.0
13790,2019-03-17 15:05:23,C47544,636.0,-22.925751,-43.23494,12.0
13791,2019-03-17 15:05:23,C47554,353.0,-22.89599,-43.30381,29.0
13792,2019-03-17 15:05:23,C47608,390.0,-22.93969,-43.343810999999995,7.0
13793,2019-03-17 15:05:23,C47687,861.0,-22.952681,-43.389599,10.0
13794,2019-03-17 15:05:23,C47719,862.0,-22.953329,-43.35099,0.0
13795,2019-03-17 15:05:23,C47723,552.0,-23.001520000000003,-43.36602,0.0
13796,2019-03-17 15:05:23,C47728,636.0,-22.905179999999998,-43.35717,0.0
13797,2019-03-17 15:05:23,C47783,861.0,-22.95459,-43.391739,21.0
13798,2019-03-17 15:05:23,C47829,692.0,-22.9527,-43.350941,0.0
13799,2019-03-17 15:05:23,C47836,693.0,-22.879929999999998,-43.35714,0.0
13800,2019-03-17 15:05:23,C51632,371.0,-22.907379000000002,-43.198890999999996,43.0
13801,2019-03-17 15:05:23,D12123,2382.0,-23.01334,-43.539928,0.0
13802,2019-03-17 15:05:23,D13123,803.0,-22.876431,-43.420071,0.0
13803,2019-03-17 15:05:23,D13219,,-22.876301,-43.419971000000004,0.0
13804,2019-03-17 15:05:23,D13280,926.0,-22.8745,-43.48624,21.0
13805,2019-03-17 15:05:23,D86055,866.0,-22.90847,-43.564621,0.0
13806,2019-03-17 15:05:23,D86306,867.0,-22.901489,-43.555092,0.0
13807,2019-03-17 15:05:23,D86326,864.0,-22.90287,-43.55571,0.0
13808,2019-03-17 15:05:23,D86378,867.0,-22.934389000000003,-43.575249,53.0
13809,2019-03-17 15:05:23,D86402,864.0,-22.88036,-43.474121000000004,0.0
13810,2019-03-17 15:05:23,D86733,2338.0,-23.015301,-43.522579,41.0
13811,2019-03-17 15:05:23,D86754,2381.0,-22.93071,-43.57407,52.0
13812,2019-03-17 15:05:24,A29039,473.0,-22.96719,-43.203461,33.0
13813,2019-03-17 15:05:24,A41069,104.0,-22.998529,-43.254189000000004,36.0
13814,2019-03-17 15:05:24,A41133,463.0,-22.95826,-43.191311,17.0
13815,2019-03-17 15:05:24,A63506,104.0,-22.969191,-43.184540000000005,0.0
13816,2019-03-17 15:05:24,A63527,,-22.867701,-43.258518,0.0
13817,2019-03-17 15:05:24,C13111,878.0,-22.88089,-43.35849,0.0
13818,2019-03-17 15:05:24,C30209,,-22.950359,-43.348549,0.0
13819,2019-03-17 15:05:24,C30239,,-22.950820999999998,-43.347939000000004,0.0
13820,2019-03-17 15:05:24,C30244,831.0,-22.92474,-43.389648,0.0
13821,2019-03-17 15:05:24,C30316,557.0,-23.008471,-43.29208,15.0
13822,2019-03-17 15:05:24,C30318,557.0,-22.947741,-43.360069,0.0
13823,2019-03-17 15:05:24,C30363,343.0,-22.905849,-43.192799,0.0
13824,2019-03-17 15:05:24,C30374,565.0,-22.973989000000003,-43.335949,0.0
13825,2019-03-17 15:05:24,C41895,2018.0,-22.849119,-43.767059,0.0
13826,2019-03-17 15:05:24,C44564,,-22.881729,-43.325210999999996,0.0
13827,2019-03-17 15:05:24,C47480,306.0,-22.880029999999998,-43.35672,0.0
13828,2019-03-17 15:05:24,C47487,863.0,-23.00066,-43.33971,18.0
13829,2019-03-17 15:05:24,C47501,306.0,-22.880301,-43.357632,0.0
13830,2019-03-17 15:05:24,C47537,315.0,-22.904529999999998,-43.190059999999995,0.0
13831,2019-03-17 15:05:24,C47594,390.0,-22.916969,-43.242271,0.0
13832,2019-03-17 15:05:24,C47692,829.0,-22.958170000000003,-43.352340999999996,0.0
13833,2019-03-17 15:05:24,C47694,,-22.953739000000002,-43.350101,0.0
13834,2019-03-17 15:05:24,D13017,383.0,-22.876289,-43.419731,0.0
13835,2019-03-17 15:05:24,D13088,383.0,-22.87653,-43.419731,0.0
13836,2019-03-17 15:05:24,D13089,812.0,-22.87624,-43.420311,0.0
13837,2019-03-17 15:05:24,D13091,790.0,-22.861589000000002,-43.507858,0.0
13838,2019-03-17 15:05:24,D13134,731.0,-22.895781,-43.562,42.0
13839,2019-03-17 15:05:24,D13167,SV790,-22.88353,-43.552528,0.0
13840,2019-03-17 15:05:24,D13177,752.0,-22.883089000000002,-43.55267,0.0
13841,2019-03-17 15:05:24,D13188,811.0,-22.876169,-43.420441,0.0
13842,2019-03-17 15:05:24,D13241,803.0,-22.91423,-43.3755,14.0
13843,2019-03-17 15:05:24,D13279,926.0,-22.872181,-43.43338,19.0
13844,2019-03-17 15:05:24,D13299,794.0,-22.882089999999998,-43.330490000000005,0.0
13845,2019-03-17 15:05:24,D13314,794.0,-22.880770000000002,-43.358509000000005,0.0
13846,2019-03-17 15:05:24,D13316,794.0,-22.879761,-43.356861,0.0
13847,2019-03-17 15:05:24,D13327,801.0,-22.890670999999998,-43.424991999999996,18.0
13848,2019-03-17 15:05:24,D13365,394.0,-22.856039000000003,-43.492359,0.0
13849,2019-03-17 15:05:24,D86033,838.0,-22.92437,-43.56897,29.0
13850,2019-03-17 15:05:24,D86098,852.0,-22.893181,-43.532009,0.0
13851,2019-03-17 15:05:24,D86146,LECD29,-22.875839000000003,-43.4636,0.0
13852,2019-03-17 15:05:24,D86158,,-22.89431,-43.532299,0.0
13853,2019-03-17 15:05:24,D86253,835.0,-22.938271,-43.558578000000004,40.0
13854,2019-03-17 15:05:24,D86281,918.0,-22.844339,-43.32262,3.0
13855,2019-03-17 15:05:24,D86319,864.0,-22.90288,-43.555809,0.0
13856,2019-03-17 15:05:24,D86382,867.0,-22.92849,-43.573269,19.0
13857,2019-03-17 15:05:24,D87197,898.0,-22.985331,-43.686611,0.0
13858,2019-03-17 15:05:25,A41298,109.0,-22.962971,-43.20837,38.0
13859,2019-03-17 15:05:25,A41449,100.0,-22.92985,-43.174252,20.0
13860,2019-03-17 15:05:25,A71514,100.0,-22.963051,-43.174305,0.19
13861,2019-03-17 15:05:25,C13003,746.0,-22.87845,-43.491859000000005,0.0
13862,2019-03-17 15:05:25,C13143,878.0,-22.880341,-43.358002,0.0
13863,2019-03-17 15:05:25,C13160,812.0,-22.880039,-43.466438000000004,0.0
13864,2019-03-17 15:05:25,C30180,565.0,-22.880659,-43.357009999999995,0.0
13865,2019-03-17 15:05:25,C30332,565.0,-22.880289,-43.358429,0.0
13866,2019-03-17 15:05:25,C30340,565.0,-22.953251,-43.355121999999994,13.0
13867,2019-03-17 15:05:25,C30354,,-22.925369,-43.315128,0.0
13868,2019-03-17 15:05:25,C42557,607.0,-22.901609,-43.296471000000004,52.0
13869,2019-03-17 15:05:25,C44510,712.0,-22.824869,-43.334740000000004,38.0
13870,2019-03-17 15:05:25,C44573,,-22.85446,-43.329041,46.0
13871,2019-03-17 15:05:25,C47580,,-22.953091,-43.350769,0.0
13872,2019-03-17 15:05:25,C47624,636.0,-22.879589000000003,-43.357052,0.0
13873,2019-03-17 15:05:25,C47626,553.0,-22.95327,-43.35022,0.0
13874,2019-03-17 15:05:25,C47724,552.0,-22.984249,-43.205521000000005,0.0
13875,2019-03-17 15:05:25,C47739,306.0,-22.88065,-43.356869,0.0
13876,2019-03-17 15:05:25,C47747,368.0,-22.943911,-43.333659999999995,26.0
13877,2019-03-17 15:05:25,C47813,348.0,-22.955509,-43.356739000000005,9.0
13878,2019-03-17 15:05:25,C47827,692.0,-23.00164,-43.366261,0.0
13879,2019-03-17 15:05:25,C47893,610.0,-22.91604,-43.361019,0.0
13880,2019-03-17 15:05:25,C47894,331.0,-22.87924,-43.357121,0.0
13881,2019-03-17 15:05:25,C47897,306.0,-22.879339,-43.357059,0.0
13882,2019-03-17 15:05:25,C51575,371.0,-22.897909,-43.3517,0.0
13883,2019-03-17 15:05:25,C51618,,-22.876520000000003,-43.368519,0.0
13884,2019-03-17 15:05:25,C82574,954.0,-22.957413,-43.380375,24.08
13885,2019-03-17 15:05:25,D12161,,-22.849159,-43.76746,0.0
13886,2019-03-17 15:05:25,D13025,794.0,-22.880470000000003,-43.358371999999996,0.0
13887,2019-03-17 15:05:25,D13294,936.0,-22.81599,-43.289188,51.0
13888,2019-03-17 15:05:25,D13319,SV790,-22.88335,-43.552608,0.0
13889,2019-03-17 15:05:25,D13330,383.0,-22.912109,-43.236961,1.0
13890,2019-03-17 15:05:25,D86244,884.0,-22.939119,-43.577702,0.0
13891,2019-03-17 15:05:25,D86325,864.0,-22.901621,-43.555729,0.0
13892,2019-03-17 15:05:25,D86333,837.0,-22.919148999999997,-43.546589000000004,7.0
13893,2019-03-17 15:05:25,D86398,835.0,-22.95491,-43.57394,44.0
13894,2019-03-17 15:05:25,D86732,2338.0,-22.863621,-43.530239,54.0
13895,2019-03-17 15:05:25,D86766,2338.0,-22.911831,-43.173,24.0
13896,2019-03-17 15:05:25,D86788,2334.0,-22.91515,-43.563259,58.0
13897,2019-03-17 15:05:25,D87095,398.0,-22.837870000000002,-43.256741,64.0
13898,2019-03-17 15:05:26,A41026,112.0,-22.905291000000002,-43.192139000000005,0.0
13899,2019-03-17 15:05:26,A41120,106.0,-22.98369,-43.217602,5.0
13900,2019-03-17 15:05:26,A41451,100.0,-22.910151000000003,-43.171828999999995,13.0
13901,2019-03-17 15:05:26,A41464,460.0,-22.873929999999998,-43.24181,0.0
13902,2019-03-17 15:05:26,A63533,107.0,-22.94331,-43.18092,58.0
13903,2019-03-17 15:05:26,C13083,812.0,-22.875958999999998,-43.420311,0.0
13904,2019-03-17 15:05:26,C30041,390.0,-22.900921,-43.177349,0.0
13905,2019-03-17 15:05:26,C30170,557.0,-22.996519,-43.304859,39.0
13906,2019-03-17 15:05:26,C30195,877.0,-22.98175,-43.332161,40.0
13907,2019-03-17 15:05:26,C30246,991.0,-22.99955,-43.35479,0.0
13908,2019-03-17 15:05:26,C30319,,-22.951559,-43.348042,0.0
13909,2019-03-17 15:05:26,C30365,343.0,-22.88468,-43.22752,38.0
13910,2019-03-17 15:05:26,C30369,882.0,-22.88014,-43.358238,0.0
13911,2019-03-17 15:05:26,C42673,607.0,-22.924681,-43.240479,0.0
13912,2019-03-17 15:05:26,C47494,863.0,-23.000339999999998,-43.355740000000004,42.0
13913,2019-03-17 15:05:26,C47509,600.0,-22.937201,-43.336712,0.0
13914,2019-03-17 15:05:26,C47525,636.0,-22.87973,-43.356781,0.0
13915,2019-03-17 15:05:26,C47531,353.0,-22.879259,-43.357101,0.0
13916,2019-03-17 15:05:26,C47616,614.0,-22.952009,-43.350128000000005,0.0
13917,2019-03-17 15:05:26,C47669,,-22.952869,-43.351082,0.0
13918,2019-03-17 15:05:26,C47695,368.0,-22.947109,-43.360271000000004,17.0
13919,2019-03-17 15:05:26,C47696,691.0,-22.95348,-43.35062,0.0
13920,2019-03-17 15:05:26,C47737,636.0,-22.92054,-43.26112,0.0
13921,2019-03-17 15:05:26,C47770,939.0,-22.958139000000003,-43.352009,0.0
13922,2019-03-17 15:05:26,C47789,614.0,-23.001591,-43.365719,0.0
13923,2019-03-17 15:05:26,C47851,692.0,-22.880619,-43.356949,0.0
13924,2019-03-17 15:05:26,C47865,601.0,-22.919029000000002,-43.40794,0.0
13925,2019-03-17 15:05:26,C47873,601.0,-22.920441,-43.259621,0.0
13926,2019-03-17 15:05:26,C47889,352.0,-22.94688,-43.360809,0.0
13927,2019-03-17 15:05:26,D12168,2335.0,-22.906601000000002,-43.17532,17.0
13928,2019-03-17 15:05:26,D13005,,-22.87557,-43.419140000000006,0.0
13929,2019-03-17 15:05:26,D13110,803.0,-22.937929,-43.372310999999996,0.0
13930,2019-03-17 15:05:26,D13116,,-22.876591,-43.419940999999994,0.0
13931,2019-03-17 15:05:26,D13148,,-22.876539,-43.419521,0.0
13932,2019-03-17 15:05:26,D13171,379.0,-22.81641,-43.30357,65.0
13933,2019-03-17 15:05:26,D13191,756.0,-22.88316,-43.55254,0.0
13934,2019-03-17 15:05:26,D13195,756.0,-22.8832,-43.552551,0.0
13935,2019-03-17 15:05:26,D13214,731.0,-22.870029000000002,-43.435520000000004,16.0
13936,2019-03-17 15:05:26,D13246,803.0,-22.87665,-43.419651,0.0
13937,2019-03-17 15:05:26,D13297,801.0,-22.88714,-43.39415,30.0
13938,2019-03-17 15:05:26,D13342,812.0,-22.87619,-43.419369,0.0
13939,2019-03-17 15:05:26,D13362,790.0,-22.87632,-43.419971000000004,0.0
13940,2019-03-17 15:05:26,D13394,,-22.875958999999998,-43.419319,0.0
13941,2019-03-17 15:05:26,D86062,864.0,-22.895069,-43.533031,0.0
13942,2019-03-17 15:05:26,D86077,864.0,-22.901569,-43.555969,0.0
13943,2019-03-17 15:05:26,D86089,864.0,-22.90205,-43.54755,36.0
13944,2019-03-17 15:05:26,D86091,867.0,-22.984710999999997,-43.57056,61.0
13945,2019-03-17 15:05:26,D86223,866.0,-22.996149,-43.594341,0.0
13946,2019-03-17 15:05:26,D86780,2381.0,-22.836160999999997,-43.259338,69.0
13947,2019-03-17 15:05:27,A41180,104.0,-22.962429,-43.174628999999996,0.0
13948,2019-03-17 15:05:27,A63519,,-22.867929,-43.258499,0.0
13949,2019-03-17 15:05:27,A63521,,-22.867109,-43.258469,0.0
13950,2019-03-17 15:05:27,C12042,,-22.850189,-43.76585,0.0
13951,2019-03-17 15:05:27,C13030,878.0,-22.9716,-43.336861,11.0
13952,2019-03-17 15:05:27,C13064,746.0,-22.879499,-43.357052,0.0
13953,2019-03-17 15:05:27,C13066,746.0,-22.87937,-43.357079,0.0
13954,2019-03-17 15:05:27,C13115,746.0,-22.87978,-43.356689,0.0
13955,2019-03-17 15:05:27,C30002,600.0,-22.91264,-43.40514,0.0
13956,2019-03-17 15:05:27,C30141,991.0,-22.949129,-43.359619,3.0
13957,2019-03-17 15:05:27,C30273,,-22.988609,-43.32412,50.0
13958,2019-03-17 15:05:27,C30276,550.0,-22.95042,-43.34853,0.0
13959,2019-03-17 15:05:27,C30293,565.0,-22.950991000000002,-43.347961,0.0
13960,2019-03-17 15:05:27,C30345,565.0,-22.8806,-43.357948,0.0
13961,2019-03-17 15:05:27,C42508,607.0,-22.932211,-43.241299,0.0
13962,2019-03-17 15:05:27,C44591,783.0,-22.87818,-43.373371,33.0
13963,2019-03-17 15:05:27,C47505,306.0,-22.879721,-43.357101,0.0
13964,2019-03-17 15:05:27,C47656,353.0,-22.87961,-43.35709,0.0
13965,2019-03-17 15:05:27,C47751,887.0,-23.001670999999998,-43.367222,0.0
13966,2019-03-17 15:05:27,C47814,692.0,-22.88096,-43.358101,0.0
13967,2019-03-17 15:05:27,C47821,880.0,-22.880409,-43.358429,0.0
13968,2019-03-17 15:05:27,C47850,692.0,-23.008789,-43.366211,0.0
13969,2019-03-17 15:05:27,C47984,2110.0,-22.953279000000002,-43.349861,0.0
13970,2019-03-17 15:05:27,C51506,371.0,-22.889931,-43.244122,67.0
13971,2019-03-17 15:05:27,D13178,745.0,-22.876248999999998,-43.420311,0.0
13972,2019-03-17 15:05:27,D13206,,-22.876360000000002,-43.419189,0.0
13973,2019-03-17 15:05:27,D13251,777.0,-22.893021,-43.453579,0.0
13974,2019-03-17 15:05:27,D13292,,-22.87558,-43.41898,0.0
13975,2019-03-17 15:05:27,D86047,835.0,-22.93935,-43.559090000000005,40.0
13976,2019-03-17 15:05:27,D86051,SV843,-22.92355,-43.562511,27.0
13977,2019-03-17 15:05:27,D86187,843.0,-22.90169,-43.555012,0.0
13978,2019-03-17 15:05:27,D86709,2803.0,-23.003799,-43.32177,0.0
13979,2019-03-17 15:05:27,D87836,,-22.91715,-43.608429,0.0
13980,2019-03-17 15:05:28,A41038,106.0,-22.96921,-43.186378000000005,0.0
13981,2019-03-17 15:05:28,A41176,100.0,-22.985411,-43.192378999999995,33.0
13982,2019-03-17 15:05:28,A41196,106.0,-22.98476,-43.215,38.0
13983,2019-03-17 15:05:28,A41248,108.0,-22.957821,-43.190441,38.0
13984,2019-03-17 15:05:28,A41328,110.0,-22.934509,-43.174412,32.0
13985,2019-03-17 15:05:28,A63525,,-22.867729,-43.258540999999994,0.0
13986,2019-03-17 15:05:28,A72098,422.0,-22.888863,-43.292538,0.0
13987,2019-03-17 15:05:28,C13011,812.0,-22.879929999999998,-43.466412,14.0
13988,2019-03-17 15:05:28,C30032,565.0,-22.915960000000002,-43.360889,0.0
13989,2019-03-17 15:05:28,C30101,794.0,-22.879271,-43.468868,0.0
13990,2019-03-17 15:05:28,C30161,954.0,-22.970011,-43.413681,34.0
13991,2019-03-17 15:05:28,C30252,810.0,-22.9237,-43.374489000000004,0.0
13992,2019-03-17 15:05:28,C30268,550.0,-22.979,-43.222549,0.0
13993,2019-03-17 15:05:28,C30301,,-22.949699,-43.348438,45.0
13994,2019-03-17 15:05:28,C30347,,-22.950229999999998,-43.348251,0.0
13995,2019-03-17 15:05:28,C30370,565.0,-22.88052,-43.357319,0.0
13996,2019-03-17 15:05:28,C44543,,-22.896139,-43.351028,9.0
13997,2019-03-17 15:05:28,C47476,,-22.953170999999998,-43.35078,0.0
13998,2019-03-17 15:05:28,C47491,306.0,-22.880699,-43.358459,0.0
13999,2019-03-17 15:05:28,C47623,636.0,-22.880619,-43.357059,0.0
14000,2019-03-17 15:05:28,C47627,315.0,-22.99946,-43.36116,54.0
14001,2019-03-17 15:05:28,C47629,368.0,-22.93638,-43.333149,0.0
14002,2019-03-17 15:05:28,C47642,861.0,-22.95598,-43.349602000000004,0.0
14003,2019-03-17 15:05:28,C47854,,-22.952749,-43.350052000000005,0.0
14004,2019-03-17 15:05:28,C47875,,-22.95376,-43.350159000000005,0.0
14005,2019-03-17 15:05:28,C47883,348.0,-22.90822,-43.209881,0.0
14006,2019-03-17 15:05:28,C47888,,-22.880460999999997,-43.357182,0.0
14007,2019-03-17 15:05:28,C47968,,-22.95274,-43.34845,0.0
14008,2019-03-17 15:05:28,C47973,,-22.95265,-43.349602000000004,0.0
14009,2019-03-17 15:05:28,C47979,,-22.952289999999998,-43.348259000000006,0.0
14010,2019-03-17 15:05:28,C51598,,-22.876539,-43.36845,0.0
14011,2019-03-17 15:05:28,D12174,,-22.848881,-43.767189,0.0
14012,2019-03-17 15:05:28,D13244,803.0,-22.91827,-43.366710999999995,48.0
14013,2019-03-17 15:05:28,D13252,878.0,-22.8799,-43.356709,0.0
14014,2019-03-17 15:05:28,D13281,926.0,-22.848141000000002,-43.342090999999996,49.0
14015,2019-03-17 15:05:28,D13315,379.0,-22.910151000000003,-43.207958000000005,56.0
14016,2019-03-17 15:05:28,D13349,,-22.87578,-43.419312,0.0
14017,2019-03-17 15:05:28,D13376,790.0,-22.881701,-43.325480999999996,0.0
14018,2019-03-17 15:05:28,D17041,825.0,-22.89712,-43.677620000000005,49.0
14019,2019-03-17 15:05:28,D53515,393.0,-22.893960999999997,-43.213778999999995,72.0
14020,2019-03-17 15:05:28,D86028,884.0,-22.98394,-43.695240000000005,0.0
14021,2019-03-17 15:05:28,D86179,838.0,-22.947109,-43.600681,11.0
14022,2019-03-17 15:05:28,D86201,866.0,-22.92758,-43.572441,49.0
14023,2019-03-17 15:05:28,D86262,884.0,-22.90822,-43.56456,0.0
14024,2019-03-17 15:05:28,D86312,884.0,-22.901541,-43.55526,0.0
14025,2019-03-17 15:05:28,D86328,864.0,-22.889351,-43.522597999999995,59.0
14026,2019-03-17 15:05:28,D86708,2338.0,-22.983629,-43.216159999999995,41.0
14027,2019-03-17 15:05:28,D86749,2338.0,-22.98447,-43.201671999999995,7.0
14028,2019-03-17 15:05:28,D87035,896.0,-22.994010999999997,-43.597759,17.0
14029,2019-03-17 15:05:28,D87177,,-22.916849,-43.608009,0.0
14030,2019-03-17 15:05:29,A41434,105.0,-22.85763,-43.245059999999995,0.0
14031,2019-03-17 15:05:29,C12022,,-22.849449,-43.7672,0.0
14032,2019-03-17 15:05:29,C13010,745.0,-22.88649,-43.393440000000005,28.0
14033,2019-03-17 15:05:29,C13023,794.0,-22.879681,-43.465431,32.0
14034,2019-03-17 15:05:29,C13026,341.0,-22.922951,-43.31044,37.0
14035,2019-03-17 15:05:29,C13032,878.0,-22.99493,-43.320412,39.0
14036,2019-03-17 15:05:29,C30003,876.0,-22.99077,-43.321362,0.0
14037,2019-03-17 15:05:29,C30074,390.0,-22.925010999999998,-43.287479,48.0
14038,2019-03-17 15:05:29,C30182,932.0,-22.935921,-43.331309999999995,40.0
14039,2019-03-17 15:05:29,C30194,565.0,-22.915739000000002,-43.361290000000004,13.0
14040,2019-03-17 15:05:29,C30238,,-22.952339000000002,-43.34959,0.0
14041,2019-03-17 15:05:29,C30248,741.0,-22.875811,-43.419861,0.0
14042,2019-03-17 15:05:29,C30307,557.0,-22.987909,-43.328281,9.0
14043,2019-03-17 15:05:29,C30349,343.0,-22.902399,-43.181862,0.0
14044,2019-03-17 15:05:29,C47499,315.0,-22.952909,-43.348831,0.0
14045,2019-03-17 15:05:29,C47503,306.0,-22.87981,-43.35709,0.0
14046,2019-03-17 15:05:29,C47504,863.0,-22.97864,-43.333659999999995,0.0
14047,2019-03-17 15:05:29,C47529,881.0,-23.00592,-43.312302,0.0
14048,2019-03-17 15:05:29,C47574,636.0,-22.91716,-43.259949,22.0
14049,2019-03-17 15:05:29,C47614,,-22.95322,-43.350311,0.0
14050,2019-03-17 15:05:29,C47697,861.0,-22.953460999999997,-43.350552,0.0
14051,2019-03-17 15:05:29,C47698,862.0,-22.952749,-43.349281,0.0
14052,2019-03-17 15:05:29,C47797,353.0,-22.88249,-43.336890999999994,0.0
14053,2019-03-17 15:05:29,C47809,,-22.953569,-43.349831,0.0
14054,2019-03-17 15:05:29,C47857,,-22.95252,-43.350811,0.0
14055,2019-03-17 15:05:29,C47879,554.0,-23.02516,-43.521511,0.0
14056,2019-03-17 15:05:29,C47892,610.0,-22.917459,-43.363628000000006,0.0
14057,2019-03-17 15:05:29,C47896,306.0,-22.881001,-43.358101,0.0
14058,2019-03-17 15:05:29,C51607,,-22.877439000000003,-43.368999,0.0
14059,2019-03-17 15:05:29,C51612,371.0,-22.90686,-43.19574,53.0
14060,2019-03-17 15:05:29,D12111,,-22.850161,-43.76638,0.0
14061,2019-03-17 15:05:29,D12118,2335.0,-22.99971,-43.41243,20.0
14062,2019-03-17 15:05:29,D13217,,-22.876619,-43.419819,0.0
14063,2019-03-17 15:05:29,D13285,,-22.876089,-43.41993,0.0
14064,2019-03-17 15:05:29,D13306,801.0,-22.878929,-43.468849,0.0
14065,2019-03-17 15:05:29,D13341,875.0,-22.880989000000003,-43.35807,0.0
14066,2019-03-17 15:05:29,D17108,809.0,-22.91815,-43.608299,0.0
14067,2019-03-17 15:05:29,D17140,770.0,-22.85535,-43.490459,46.0
14068,2019-03-17 15:05:29,D53711,819.0,-22.851110000000002,-43.460079,18.0
14069,2019-03-17 15:05:29,D53725,,-22.88402,-43.495911,0.0
14070,2019-03-17 15:05:29,D86070,884.0,-22.981171,-43.665112,28.0
14071,2019-03-17 15:05:29,D86128,,-22.97438,-43.64801,28.0
14072,2019-03-17 15:05:29,D86145,SV866,-22.953279000000002,-43.60915,20.0
14073,2019-03-17 15:05:29,D86177,802.0,-22.890261,-43.482349,0.0
14074,2019-03-17 15:05:29,D86181,838.0,-22.906321,-43.564152,29.0
14075,2019-03-17 15:05:29,D86215,864.0,-22.882339,-43.483551,41.0
14076,2019-03-17 15:05:29,D86396,851.0,-22.895398999999998,-43.533588,0.0
