,DATAHORA,ORDEM,LINHA,LATITUDE,LONGITUDE,VELOCIDADE
45539,2019-03-17 15:11:51,D13224,803.0,-22.882351,-43.48468,46.0
45540,2019-03-17 15:11:51,D13303,801.0,-22.880051,-43.35817,0.0
45541,2019-03-17 15:11:51,D13311,,-22.876510999999997,-43.419628,0.0
45542,2019-03-17 15:11:51,D13339,878.0,-22.92729,-43.35585,52.0
45543,2019-03-17 15:11:51,D13346,875.0,-22.898310000000002,-43.35635,18.0
45544,2019-03-17 15:11:51,D13366,394.0,-22.81867,-43.285561,46.0
45545,2019-03-17 15:11:51,D13370,752.0,-22.880751,-43.563598999999996,47.0
45546,2019-03-17 15:11:51,D13380,,-22.87575,-43.41959,0.0
45547,2019-03-17 15:11:51,D17056,841.0,-22.889758999999998,-43.56657,0.0
45548,2019-03-17 15:11:51,D17093,849.0,-22.918381,-43.644341,42.0
45549,2019-03-17 15:11:51,D53612,397.0,-22.865431,-43.425521999999994,5.0
45550,2019-03-17 15:11:51,D53625,759.0,-22.93585,-43.656029,0.0
45551,2019-03-17 15:11:51,D86156,802.0,-22.886060999999998,-43.47187,46.0
45552,2019-03-17 15:11:51,D86197,852.0,-22.999399,-43.632629,37.0
45553,2019-03-17 15:11:51,D86345,,-22.89385,-43.533489,0.0
45554,2019-03-17 15:11:52,A41293,315.0,-22.90621,-43.17662,24.0
45555,2019-03-17 15:11:52,A48011,415.0,-22.983114,-43.191798999999996,43.52
45556,2019-03-17 15:11:52,A48044,426.0,-22.942638,-43.18195,41.48
45557,2019-03-17 15:11:52,A50166,220.0,-22.900734,-43.178185,0.56
45558,2019-03-17 15:11:52,A63539,,-22.86779,-43.258759000000005,0.0
45559,2019-03-17 15:11:52,A71625,106.0,-22.951101,-43.179867,67.6
45560,2019-03-17 15:11:52,A72097,410.0,-22.961506,-43.214401,0.74
45561,2019-03-17 15:11:52,C13042,744.0,-22.876089,-43.420429,0.0
45562,2019-03-17 15:11:52,C27046,775.0,-22.85866,-43.32946,26.0
45563,2019-03-17 15:11:52,C30106,731.0,-22.864389000000003,-43.474090999999994,23.0
45564,2019-03-17 15:11:52,C30112,,-22.922371,-43.671719,22.0
45565,2019-03-17 15:11:52,C30125,SV790,-22.88064,-43.357201,0.0
45566,2019-03-17 15:11:52,C30283,,-22.951019,-43.34787,0.0
45567,2019-03-17 15:11:52,C30296,LECD23,-22.894479999999998,-43.349509999999995,0.0
45568,2019-03-17 15:11:52,C30372,877.0,-22.950001,-43.339008,44.0
45569,2019-03-17 15:11:52,C42528,607.0,-22.88039,-43.323021000000004,37.0
45570,2019-03-17 15:11:52,C47567,348.0,-22.873131,-43.244968,55.0
45571,2019-03-17 15:11:52,C47585,,-22.951651000000002,-43.348709,0.0
45572,2019-03-17 15:11:52,C47618,636.0,-22.879579999999997,-43.35714,0.0
45573,2019-03-17 15:11:52,C47635,,-22.952189999999998,-43.349861,0.0
45574,2019-03-17 15:11:52,C47708,880.0,-23.00168,-43.367001,0.0
45575,2019-03-17 15:11:52,C47753,862.0,-22.9519,-43.350201,0.0
45576,2019-03-17 15:11:52,C47804,390.0,-22.900921,-43.177349,0.0
45577,2019-03-17 15:11:52,C47929,,-22.95274,-43.348358000000005,0.0
45578,2019-03-17 15:11:52,C51534,371.0,-22.908210999999998,-43.18557,11.0
45579,2019-03-17 15:11:52,C51576,,-22.87649,-43.368771,0.0
45580,2019-03-17 15:11:52,C51654,,-22.877399,-43.368938,0.0
45581,2019-03-17 15:11:52,D13218,803.0,-22.878889,-43.491402,0.0
45582,2019-03-17 15:11:52,D13255,878.0,-22.990761,-43.321362,0.0
45583,2019-03-17 15:11:52,D13265,803.0,-22.876471,-43.419609,0.0
45584,2019-03-17 15:11:52,D13305,794.0,-22.87649,-43.419899,0.0
45585,2019-03-17 15:11:52,D13384,794.0,-22.886209,-43.39521,40.0
45586,2019-03-17 15:11:52,D13502,812.0,-22.875851,-43.419810999999996,0.0
45587,2019-03-17 15:11:52,D53579,397.0,-22.90431,-43.20961,43.0
45588,2019-03-17 15:11:52,D53697,370.0,-22.870870999999998,-43.436111,14.0
45589,2019-03-17 15:11:52,D53746,,-22.875509,-43.464081,17.0
45590,2019-03-17 15:11:52,D86126,867.0,-22.99362,-43.544281,30.0
45591,2019-03-17 15:11:52,D86332,838.0,-22.961729000000002,-43.60862,0.0
45592,2019-03-17 15:11:52,D86775,2334.0,-22.994301,-43.233761,0.0
45593,2019-03-17 15:11:52,D87026,891.0,-22.99334,-43.60817,20.0
45594,2019-03-17 15:11:53,A41020,460.0,-22.909929,-43.221432,0.0
45595,2019-03-17 15:11:53,A41043,460.0,-22.93852,-43.203109999999995,66.0
45596,2019-03-17 15:11:53,A41104,100.0,-22.885610999999997,-43.225681,67.0
45597,2019-03-17 15:11:53,A41147,108.0,-22.91643,-43.21006,67.0
45598,2019-03-17 15:11:53,A41173,100.0,-22.875589,-43.241951,0.0
45599,2019-03-17 15:11:53,A41439,460.0,-22.91713,-43.262798,21.0
45600,2019-03-17 15:11:53,A41452,100.0,-22.87562,-43.241741,0.0
45601,2019-03-17 15:11:53,A48028,415.0,-22.906715,-43.177710999999995,0.37
45602,2019-03-17 15:11:53,A48169,202.0,-22.924706,-43.198822,27.04
45603,2019-03-17 15:11:53,A48175,426.0,-22.909912,-43.196509999999996,70.56
45604,2019-03-17 15:11:53,A50044,448.0,-22.993702,-43.275859999999994,28.71
45605,2019-03-17 15:11:53,A50217,229.0,-22.929281,-43.253685,0.0
45606,2019-03-17 15:11:53,A63536,107.0,-22.945789,-43.18251,0.0
45607,2019-03-17 15:11:53,A63538,435.0,-22.867661,-43.258492,0.0
45608,2019-03-17 15:11:53,A72053,422.0,-22.906088,-43.194283,0.0
45609,2019-03-17 15:11:53,C13029,341.0,-22.91827,-43.364779999999996,47.0
45610,2019-03-17 15:11:53,C13061,746.0,-22.87957,-43.357029,0.0
45611,2019-03-17 15:11:53,C13068,746.0,-22.884199,-43.373489,38.0
45612,2019-03-17 15:11:53,C13120,737.0,-22.868731,-43.451671999999995,16.0
45613,2019-03-17 15:11:53,C30065,745.0,-22.88101,-43.47348,10.0
45614,2019-03-17 15:11:53,C30230,,-22.950121,-43.347771,0.0
45615,2019-03-17 15:11:53,C41081,309.0,-22.994289000000002,-43.256489,47.0
45616,2019-03-17 15:11:53,C42537,607.0,-22.919701,-43.220631,42.0
45617,2019-03-17 15:11:53,C47482,863.0,-23.00066,-43.339290999999996,0.0
45618,2019-03-17 15:11:53,C47608,390.0,-22.93829,-43.337070000000004,26.0
45619,2019-03-17 15:11:53,C47719,862.0,-22.953329,-43.35099,0.0
45620,2019-03-17 15:11:53,C47722,552.0,-22.96995,-43.187832,18.0
45621,2019-03-17 15:11:53,C47728,636.0,-22.905179999999998,-43.35717,0.0
45622,2019-03-17 15:11:53,C50124,805.0,-23.001520000000003,-43.365013,0.0
45623,2019-03-17 15:11:53,C51516,,-22.87681,-43.368801,0.0
45624,2019-03-17 15:11:53,C82613,363.0,-22.903799,-43.25848,29.82
45625,2019-03-17 15:11:53,D13123,803.0,-22.876431,-43.420071,0.0
45626,2019-03-17 15:11:53,D13177,752.0,-22.883089000000002,-43.55267,0.0
45627,2019-03-17 15:11:53,D13219,,-22.876301,-43.419971000000004,0.0
45628,2019-03-17 15:11:53,D13280,926.0,-22.875351000000002,-43.468689000000005,23.0
45629,2019-03-17 15:11:53,D13307,936.0,-22.883329,-43.552979,0.0
45630,2019-03-17 15:11:53,D13386,784.0,-22.875799,-43.419891,0.0
45631,2019-03-17 15:11:53,D53572,393.0,-22.897341,-43.4869,0.0
45632,2019-03-17 15:11:53,D53684,786.0,-22.878349,-43.431412,49.0
45633,2019-03-17 15:11:53,D86055,866.0,-22.90144,-43.554660999999996,3.0
45634,2019-03-17 15:11:53,D86203,864.0,-22.87598,-43.463631,0.0
45635,2019-03-17 15:11:53,D86306,867.0,-22.901429999999998,-43.554932,0.0
45636,2019-03-17 15:11:53,D86326,864.0,-22.901660999999997,-43.555771,0.0
45637,2019-03-17 15:11:53,D86378,867.0,-22.909969,-43.564659000000006,58.0
45638,2019-03-17 15:11:53,D86402,864.0,-22.87565,-43.469409999999996,0.0
45639,2019-03-17 15:11:53,D86697,,-22.8948,-43.533459,0.0
45640,2019-03-17 15:11:53,D86733,2338.0,-22.9949,-43.595249,0.0
45641,2019-03-17 15:11:53,D86754,2381.0,-22.91036,-43.564671000000004,54.0
45642,2019-03-17 15:11:54,A27581,548.0,-22.97127,-43.223411999999996,39.0
45643,2019-03-17 15:11:54,A41025,538.0,-22.954519,-43.19725,29.0
45644,2019-03-17 15:11:54,A41069,104.0,-22.99276,-43.233959000000006,44.0
45645,2019-03-17 15:11:54,A41133,463.0,-22.958370000000002,-43.197571,16.0
45646,2019-03-17 15:11:54,A50016,301.0,-23.000612,-43.341522,0.0
45647,2019-03-17 15:11:54,A50017,302.0,-22.955734,-43.264587,26.67
45648,2019-03-17 15:11:54,A63527,,-22.867701,-43.258518,0.0
45649,2019-03-17 15:11:54,A72018,422.0,-22.913406,-43.264545,0.0
45650,2019-03-17 15:11:54,A72104,422.0,-22.906046,-43.176346,27.59
45651,2019-03-17 15:11:54,C27123,SV774,-22.87216,-43.33633,0.0
45652,2019-03-17 15:11:54,C30316,557.0,-22.989901,-43.301497999999995,47.0
45653,2019-03-17 15:11:54,C30363,343.0,-22.90221,-43.181647999999996,0.0
45654,2019-03-17 15:11:54,C30374,565.0,-22.97563,-43.33522,0.0
45655,2019-03-17 15:11:54,C41001,315.0,-23.013479,-43.46154,8.0
45656,2019-03-17 15:11:54,C41383,309.0,-22.875771,-43.24157,0.0
45657,2019-03-17 15:11:54,C47487,863.0,-23.00403,-43.3232,0.0
45658,2019-03-17 15:11:54,C50171,302.0,-23.011430999999998,-43.326744,0.74
45659,2019-03-17 15:11:54,C82544,363.0,-22.859514,-43.370743,0.0
45660,2019-03-17 15:11:54,D13017,383.0,-22.876289,-43.419731,0.0
45661,2019-03-17 15:11:54,D13025,794.0,-22.880470000000003,-43.358371999999996,0.0
45662,2019-03-17 15:11:54,D13088,383.0,-22.87653,-43.419731,0.0
45663,2019-03-17 15:11:54,D13089,812.0,-22.87624,-43.420311,0.0
45664,2019-03-17 15:11:54,D13091,790.0,-22.855529999999998,-43.482262,0.0
45665,2019-03-17 15:11:54,D13134,731.0,-22.9014,-43.55661,0.0
45666,2019-03-17 15:11:54,D13167,SV790,-22.88353,-43.552528,0.0
45667,2019-03-17 15:11:54,D13188,811.0,-22.876169,-43.420441,0.0
45668,2019-03-17 15:11:54,D13213,,-22.883779999999998,-43.552959,0.0
45669,2019-03-17 15:11:54,D13241,803.0,-22.92613,-43.373798,0.0
45670,2019-03-17 15:11:54,D13279,926.0,-22.86903,-43.4156,0.0
45671,2019-03-17 15:11:54,D13299,794.0,-22.881849,-43.329609000000005,0.0
45672,2019-03-17 15:11:54,D13314,794.0,-22.880770000000002,-43.358509000000005,0.0
45673,2019-03-17 15:11:54,D13316,794.0,-22.879761,-43.356861,0.0
45674,2019-03-17 15:11:54,D13365,394.0,-22.856819,-43.475651,35.0
45675,2019-03-17 15:11:54,D53512,393.0,-22.89292,-43.216068,51.0
45676,2019-03-17 15:11:54,D86004,918.0,-22.877620999999998,-43.443249,57.0
45677,2019-03-17 15:11:54,D86033,838.0,-22.90806,-43.564541,0.0
45678,2019-03-17 15:11:54,D86137,883.0,-22.914391000000002,-43.549351,27.0
45679,2019-03-17 15:11:54,D86146,LECD29,-22.880039,-43.478371,56.0
45680,2019-03-17 15:11:54,D86158,,-22.894329,-43.53223,0.0
45681,2019-03-17 15:11:54,D86253,835.0,-22.95575,-43.5765,0.0
45682,2019-03-17 15:11:54,D86371,855.0,-22.94482,-43.595242,27.0
45683,2019-03-17 15:11:54,D86382,867.0,-22.908489000000003,-43.564547999999995,0.0
45684,2019-03-17 15:11:54,D87197,898.0,-22.985291,-43.686611,0.0
45685,2019-03-17 15:11:55,A27653,433.0,-22.91647,-43.251389,0.0
45686,2019-03-17 15:11:55,A41298,109.0,-22.969310999999998,-43.217541,37.0
45687,2019-03-17 15:11:55,A41449,100.0,-22.95019,-43.180302000000005,30.0
45688,2019-03-17 15:11:55,A71553,409.0,-22.965466,-43.222595,35.74
45689,2019-03-17 15:11:55,A71579,133.0,-22.901911,-43.208206,0.0
45690,2019-03-17 15:11:55,A72108,7.0,-22.913952,-43.182541,0.19
45691,2019-03-17 15:11:55,B82524,,-22.858985999999998,-43.371361,0.0
45692,2019-03-17 15:11:55,C13003,746.0,-22.87845,-43.491859000000005,0.0
45693,2019-03-17 15:11:55,C13111,878.0,-22.88089,-43.35849,0.0
45694,2019-03-17 15:11:55,C13160,812.0,-22.880039,-43.466438000000004,0.0
45695,2019-03-17 15:11:55,C30354,,-22.925369,-43.315128,0.0
45696,2019-03-17 15:11:55,C41112,309.0,-23.001499,-43.365292,0.0
45697,2019-03-17 15:11:55,C41354,309.0,-22.87528,-43.241489,0.0
45698,2019-03-17 15:11:55,C42557,607.0,-22.896231,-43.3106,31.0
45699,2019-03-17 15:11:55,C47463,554.0,-22.955759,-43.17757,41.0
45700,2019-03-17 15:11:55,C47694,,-22.953739000000002,-43.350101,0.0
45701,2019-03-17 15:11:55,C47709,880.0,-22.953489,-43.3507,0.0
45702,2019-03-17 15:11:55,C47813,348.0,-22.94059,-43.367779,12.0
45703,2019-03-17 15:11:55,C47827,692.0,-23.001699,-43.367531,23.0
45704,2019-03-17 15:11:55,C47873,601.0,-22.914881,-43.265029999999996,29.0
45705,2019-03-17 15:11:55,C47893,610.0,-22.91604,-43.361019,0.0
45706,2019-03-17 15:11:55,C47897,306.0,-22.879339,-43.357059,0.0
45707,2019-03-17 15:11:55,C50057,805.0,-23.010262,-43.309292,0.0
45708,2019-03-17 15:11:55,C50061,301.0,-22.928993,-43.253716,0.0
45709,2019-03-17 15:11:55,C51542,723.0,-22.877119,-43.368252000000005,41.0
45710,2019-03-17 15:11:55,C51575,371.0,-22.88271,-43.33984,0.0
45711,2019-03-17 15:11:55,C51618,,-22.876520000000003,-43.368519,0.0
45712,2019-03-17 15:11:55,C82501,652.0,-22.899845000000003,-43.28051,0.0
45713,2019-03-17 15:11:55,C82592,651.0,-22.910583,-43.26984,0.19
45714,2019-03-17 15:11:55,D13294,936.0,-22.842369,-43.25182,52.0
45715,2019-03-17 15:11:55,D13319,SV790,-22.88335,-43.552608,0.0
45716,2019-03-17 15:11:55,D13330,383.0,-22.910601,-43.221809,0.0
45717,2019-03-17 15:11:55,D86244,884.0,-22.921801000000002,-43.56382,0.0
45718,2019-03-17 15:11:55,D86254,864.0,-22.895849,-43.538090000000004,32.0
45719,2019-03-17 15:11:55,D86293,883.0,-22.876829,-43.463718,0.0
45720,2019-03-17 15:11:55,D86325,864.0,-22.88504,-43.51944,58.0
45721,2019-03-17 15:11:55,D86333,837.0,-22.923109,-43.54248,29.0
45722,2019-03-17 15:11:55,D86357,855.0,-22.934219,-43.57666,17.0
45723,2019-03-17 15:11:55,D86398,835.0,-22.92909,-43.554821000000004,40.0
45724,2019-03-17 15:11:55,D86732,2803.0,-22.85626,-43.493252000000005,0.0
45725,2019-03-17 15:11:55,D86766,2338.0,-22.905081,-43.174229,6.0
45726,2019-03-17 15:11:55,D86788,2334.0,-22.901629999999997,-43.555671999999994,0.0
45727,2019-03-17 15:11:55,D87095,398.0,-22.878241,-43.241039,67.0
45728,2019-03-17 15:11:56,A41026,112.0,-22.905279,-43.19202,0.0
45729,2019-03-17 15:11:56,A41120,106.0,-22.984289,-43.20496,27.0
45730,2019-03-17 15:11:56,A41451,100.0,-22.90333,-43.186440000000005,0.0
45731,2019-03-17 15:11:56,A41454,100.0,-22.875629,-43.241619,0.0
45732,2019-03-17 15:11:56,A41464,460.0,-22.873911,-43.241852,0.0
45733,2019-03-17 15:11:56,A48039,539.0,-22.858048999999998,-43.370907,0.93
45734,2019-03-17 15:11:56,A48173,415.0,-22.910217000000003,-43.270584,0.0
45735,2019-03-17 15:11:56,A63533,107.0,-22.91506,-43.175079,0.0
45736,2019-03-17 15:11:56,A72099,,-22.90209,-43.284878000000006,12.96
45737,2019-03-17 15:11:56,A72164,7.0,-22.912371,-43.185883000000004,0.19
45738,2019-03-17 15:11:56,C13083,812.0,-22.875958999999998,-43.420311,0.0
45739,2019-03-17 15:11:56,C30251,954.0,-22.92374,-43.374519,0.0
45740,2019-03-17 15:11:56,C47616,614.0,-22.952009,-43.350128000000005,0.0
45741,2019-03-17 15:11:56,C50099,302.0,-23.005739000000002,-43.312366,4.07
45742,2019-03-17 15:11:56,C50227,,-22.957752,-43.26421,35.19
45743,2019-03-17 15:11:56,C51509,,-22.87639,-43.368031,0.0
45744,2019-03-17 15:11:56,C82513,651.0,-22.896282,-43.313133,18.71
45745,2019-03-17 15:11:56,D13005,,-22.87557,-43.419140000000006,0.0
45746,2019-03-17 15:11:56,D13028,383.0,-22.897169,-43.2864,55.0
45747,2019-03-17 15:11:56,D13110,803.0,-22.92289,-43.373249,0.0
45748,2019-03-17 15:11:56,D13116,,-22.876591,-43.419940999999994,0.0
45749,2019-03-17 15:11:56,D13171,379.0,-22.84127,-43.252762,59.0
45750,2019-03-17 15:11:56,D13178,745.0,-22.876248999999998,-43.420311,0.0
45751,2019-03-17 15:11:56,D13191,756.0,-22.88316,-43.55254,0.0
45752,2019-03-17 15:11:56,D13195,756.0,-22.8832,-43.552551,0.0
45753,2019-03-17 15:11:56,D13214,731.0,-22.870359,-43.413288,33.0
45754,2019-03-17 15:11:56,D13246,803.0,-22.87665,-43.419651,0.0
45755,2019-03-17 15:11:56,D13297,801.0,-22.905319,-43.379822,35.0
45756,2019-03-17 15:11:56,D13342,812.0,-22.87619,-43.419369,0.0
45757,2019-03-17 15:11:56,D13394,,-22.875958999999998,-43.419319,0.0
45758,2019-03-17 15:11:56,D86021,SV853,-22.85663,-43.494492,27.0
45759,2019-03-17 15:11:56,D86077,864.0,-22.902260000000002,-43.550529,0.0
45760,2019-03-17 15:11:56,D86089,864.0,-22.90308,-43.555809,0.0
45761,2019-03-17 15:11:56,D86091,867.0,-22.979891000000002,-43.587928999999995,44.0
45762,2019-03-17 15:11:56,D86223,866.0,-22.969279999999998,-43.588581,26.0
45763,2019-03-17 15:11:57,A27621,102.0,-22.984039000000003,-43.212790999999996,27.0
45764,2019-03-17 15:11:57,A41180,104.0,-22.947121,-43.182209,11.0
45765,2019-03-17 15:11:57,A48041,134.0,-22.914721,-43.185478,19.08
45766,2019-03-17 15:11:57,A50004,608.0,-22.929075,-43.253616,0.0
45767,2019-03-17 15:11:57,A50189,603.0,-22.936173999999998,-43.246628,36.48
45768,2019-03-17 15:11:57,A63519,,-22.867929,-43.258499,0.0
45769,2019-03-17 15:11:57,A63521,,-22.867189,-43.258492,0.0
45770,2019-03-17 15:11:57,A71501,583.0,-22.926781,-43.235546,37.6
45771,2019-03-17 15:11:57,C13011,812.0,-22.87536,-43.469501,18.0
45772,2019-03-17 15:11:57,C13064,746.0,-22.879499,-43.357052,0.0
45773,2019-03-17 15:11:57,C13066,746.0,-22.87937,-43.357079,0.0
45774,2019-03-17 15:11:57,C13115,746.0,-22.879841,-43.35675,0.0
45775,2019-03-17 15:11:57,C27118,775.0,-22.811510000000002,-43.328918,35.0
45776,2019-03-17 15:11:57,C41259,309.0,-22.87557,-43.241749,0.0
45777,2019-03-17 15:11:57,C41364,309.0,-22.87475,-43.242069,0.0
45778,2019-03-17 15:11:57,C42508,607.0,-22.924931,-43.226181,0.0
45779,2019-03-17 15:11:57,C44591,783.0,-22.885320999999998,-43.366240999999995,22.0
45780,2019-03-17 15:11:57,C47625,636.0,-22.89757,-43.298439,0.0
45781,2019-03-17 15:11:57,C50059,302.0,-22.929941,-43.253132,0.0
45782,2019-03-17 15:11:57,C50109,805.0,-23.001607999999997,-43.365555,0.37
45783,2019-03-17 15:11:57,C50152,954.0,-22.923929,-43.374396999999995,5.37
45784,2019-03-17 15:11:57,C51506,371.0,-22.908791,-43.234482,4.0
45785,2019-03-17 15:11:57,D13251,777.0,-22.893021,-43.453579,0.0
45786,2019-03-17 15:11:57,D13362,790.0,-22.87632,-43.419971000000004,0.0
45787,2019-03-17 15:11:57,D86047,835.0,-22.92326,-43.55135,21.0
45788,2019-03-17 15:11:57,D86051,SV843,-22.904961,-43.556831,33.0
45789,2019-03-17 15:11:57,D86071,835.0,-22.90181,-43.555462,0.0
45790,2019-03-17 15:11:57,D86118,866.0,-22.893511,-43.531712,0.0
45791,2019-03-17 15:11:57,D86187,843.0,-22.90173,-43.555031,0.0
45792,2019-03-17 15:11:57,D86216,866.0,-22.895029,-43.532982000000004,0.0
45793,2019-03-17 15:11:57,D86709,2803.0,-22.99975,-43.352428,56.0
45794,2019-03-17 15:11:58,A41038,106.0,-22.985411,-43.192322,24.0
45795,2019-03-17 15:11:58,A41176,100.0,-22.983391,-43.192749,25.0
45796,2019-03-17 15:11:58,A41196,106.0,-22.985769,-43.22728,0.0
45797,2019-03-17 15:11:58,A41248,108.0,-22.949129,-43.181671,50.0
45798,2019-03-17 15:11:58,A41328,110.0,-22.96269,-43.176449,0.0
45799,2019-03-17 15:11:58,A48001,415.0,-22.97448,-43.189147999999996,45.93
45800,2019-03-17 15:11:58,A48018,426.0,-22.910337,-43.270603,0.0
45801,2019-03-17 15:11:58,A48149,539.0,-22.988972,-43.249538,0.0
45802,2019-03-17 15:11:58,A50023,603.0,-22.928974,-43.253231,0.0
45803,2019-03-17 15:11:58,A50030,220.0,-22.928749,-43.254021,0.0
45804,2019-03-17 15:11:58,A63525,,-22.867729,-43.258540999999994,0.0
45805,2019-03-17 15:11:58,C30101,794.0,-22.879271,-43.468868,0.0
45806,2019-03-17 15:11:58,C41022,309.0,-23.022039000000003,-43.482479,0.0
45807,2019-03-17 15:11:58,C44543,,-22.89744,-43.35215,0.0
45808,2019-03-17 15:11:58,C50108,302.0,-22.915709,-43.2108,22.78
45809,2019-03-17 15:11:58,C50185,805.0,-23.011854,-43.323627,22.04
45810,2019-03-17 15:11:58,C50215,301.0,-22.915501000000003,-43.210266,32.6
45811,2019-03-17 15:11:58,C51560,,-22.876579,-43.36871,0.0
45812,2019-03-17 15:11:58,C51591,371.0,-22.892758999999998,-43.348690000000005,9.0
45813,2019-03-17 15:11:58,C51598,,-22.876539,-43.36845,0.0
45814,2019-03-17 15:11:58,C51631,,-22.8764,-43.36829,0.0
45815,2019-03-17 15:11:58,D13217,,-22.87644,-43.419899,0.0
45816,2019-03-17 15:11:58,D13244,803.0,-22.910379000000002,-43.378409999999995,40.0
45817,2019-03-17 15:11:58,D13281,926.0,-22.850379999999998,-43.325859,0.0
45818,2019-03-17 15:11:58,D13315,379.0,-22.888491000000002,-43.222519,62.0
45819,2019-03-17 15:11:58,D13349,,-22.87578,-43.419312,0.0
45820,2019-03-17 15:11:58,D13376,790.0,-22.876789000000002,-43.334381,0.0
45821,2019-03-17 15:11:58,D86009,853.0,-22.99176,-43.598960999999996,0.0
45822,2019-03-17 15:11:58,D86018,864.0,-22.89497,-43.532951000000004,0.0
45823,2019-03-17 15:11:58,D86028,884.0,-22.984011,-43.695251,0.0
45824,2019-03-17 15:11:58,D86179,838.0,-22.93589,-43.580631,56.0
45825,2019-03-17 15:11:58,D86201,866.0,-22.907949,-43.564547999999995,0.0
45826,2019-03-17 15:11:58,D86262,884.0,-22.901501,-43.55505,3.0
45827,2019-03-17 15:11:58,D86298,897.0,-22.9167,-43.63213,0.0
45828,2019-03-17 15:11:58,D86328,864.0,-22.882811,-43.48774,57.0
45829,2019-03-17 15:11:58,D86708,2338.0,-22.984631,-43.197281,6.0
45830,2019-03-17 15:11:58,D86749,2338.0,-22.97341,-43.18615,0.0
45831,2019-03-17 15:11:59,A27633,439.0,-22.901911,-43.207958000000005,0.0
45832,2019-03-17 15:11:59,A41011,460.0,-22.858021,-43.24456,0.0
45833,2019-03-17 15:11:59,A41434,105.0,-22.85763,-43.245059999999995,0.0
45834,2019-03-17 15:11:59,A50002,220.0,-22.929071,-43.253273,0.0
45835,2019-03-17 15:11:59,A71563,100.0,-22.901941,-43.184692,10.0
45836,2019-03-17 15:11:59,A71571,100.0,-22.977547,-43.192692,0.93
45837,2019-03-17 15:11:59,A71613,409.0,-22.930738,-43.25444,0.0
45838,2019-03-17 15:11:59,A72084,422.0,-22.888668,-43.292225,0.0
45839,2019-03-17 15:11:59,C13010,745.0,-22.8804,-43.413589,38.0
45840,2019-03-17 15:11:59,C30248,741.0,-22.875811,-43.419861,0.0
45841,2019-03-17 15:11:59,C41209,309.0,-22.96475,-43.217979,0.0
45842,2019-03-17 15:11:59,C42515,607.0,-22.88188,-43.330040000000004,0.0
45843,2019-03-17 15:11:59,C50136,954.0,-22.929157,-43.253513,0.0
45844,2019-03-17 15:11:59,C51607,,-22.877439000000003,-43.368999,0.0
45845,2019-03-17 15:11:59,C51612,371.0,-22.90736,-43.183079,0.0
45846,2019-03-17 15:11:59,D13057,383.0,-22.87785,-43.36235,43.0
45847,2019-03-17 15:11:59,D13211,746.0,-22.877171,-43.446159,0.0
45848,2019-03-17 15:11:59,D13215,790.0,-22.88365,-43.55283,0.0
45849,2019-03-17 15:11:59,D13285,,-22.876089,-43.41993,0.0
45850,2019-03-17 15:11:59,D13306,801.0,-22.878929,-43.468849,0.0
45851,2019-03-17 15:11:59,D13373,790.0,-22.87248,-43.498039,8.0
45852,2019-03-17 15:11:59,D86070,884.0,-22.978729,-43.63929,39.0
45853,2019-03-17 15:11:59,D86128,,-22.971729,-43.632851,36.0
45854,2019-03-17 15:11:59,D86145,SV866,-22.969521,-43.632690000000004,55.0
45855,2019-03-17 15:11:59,D86177,802.0,-22.883181,-43.463581,35.0
45856,2019-03-17 15:11:59,D86181,838.0,-22.9203,-43.563128999999996,47.0
45857,2019-03-17 15:11:59,D86215,864.0,-22.87583,-43.463631,0.0
45858,2019-03-17 15:11:59,D86296,883.0,-22.90144,-43.554951,25.0
45859,2019-03-17 15:11:59,D86396,851.0,-22.895398999999998,-43.533611,0.0
45860,2019-03-17 15:11:59,D86726,2338.0,-22.90237,-43.555481,0.0
45861,2019-03-17 15:11:59,D86768,2381.0,-22.999848999999998,-43.6329,15.0
45862,2019-03-17 15:11:59,D86772,,-22.894079,-43.532639,0.0
45863,2019-03-17 15:12:00,A27676,432.0,-22.91917,-43.23333,0.0
45864,2019-03-17 15:12:00,A41114,112.0,-22.910709,-43.188251,17.0
45865,2019-03-17 15:12:00,A41227,538.0,-22.961901,-43.166828,13.0
45866,2019-03-17 15:12:00,A48090,415.0,-22.946161,-43.256527,4.82
45867,2019-03-17 15:12:00,A48166,426.0,-22.910551,-43.269382,0.0
45868,2019-03-17 15:12:00,A48182,415.0,-22.902718,-43.183689,0.0
45869,2019-03-17 15:12:00,A50008,603.0,-22.931589000000002,-43.239166,5.19
45870,2019-03-17 15:12:00,A50009,,-22.958417999999998,-43.264938,39.08
45871,2019-03-17 15:12:00,A71516,100.0,-22.92952,-43.255077,3.89
45872,2019-03-17 15:12:00,A71562,100.0,-22.968992,-43.184376,25.19
45873,2019-03-17 15:12:00,A71606,217.0,-22.927208,-43.244606,0.56
45874,2019-03-17 15:12:00,A71629,409.0,-22.914116,-43.18285,6.48
45875,2019-03-17 15:12:00,A72009,410.0,-22.943481,-43.181175,17.78
45876,2019-03-17 15:12:00,A72122,105.0,-22.905016,-43.191963,0.93
45877,2019-03-17 15:12:00,A72141,14.0,-22.907835000000002,-43.184319,28.52
45878,2019-03-17 15:12:00,A72165,422.0,-22.930937,-43.1777,0.0
45879,2019-03-17 15:12:00,C41332,309.0,-22.95109,-43.183448999999996,0.0
45880,2019-03-17 15:12:00,C41390,SP553,-23.001510999999997,-43.36517,0.0
