CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;armas_apreendidas
1;1;2003;2003m1;5;1;Rio de Janeiro;3304557;Capital;4
4;1;2003;2003m1;5;1;Rio de Janeiro;3304557;Capital;5
5;1;2003;2003m1;5;1;Rio de Janeiro;3304557;Capital;9
6;1;2003;2003m1;1;1;Rio de Janeiro;3304557;Capital;7
7;1;2003;2003m1;1;1;Rio de Janeiro;3304557;Capital;1
9;1;2003;2003m1;2;1;Rio de Janeiro;3304557;Capital;3
10;1;2003;2003m1;2;1;Rio de Janeiro;3304557;Capital;1
12;1;2003;2003m1;19;1;Rio de Janeiro;3304557;Capital;3
13;1;2003;2003m1;19;1;Rio de Janeiro;3304557;Capital;5
14;1;2003;2003m1;23;1;Rio de Janeiro;3304557;Capital;3
15;1;2003;2003m1;23;1;Rio de Janeiro;3304557;Capital;1
16;1;2003;2003m1;36;6;Rio de Janeiro;3304557;Capital;8
17;1;2003;2003m1;4;1;Rio de Janeiro;3304557;Capital;7
18;1;2003;2003m1;6;1;Rio de Janeiro;3304557;Capital;7
19;1;2003;2003m1;6;1;Rio de Janeiro;3304557;Capital;9
20;1;2003;2003m1;6;1;Rio de Janeiro;3304557;Capital;6
21;1;2003;2003m1;22;1;Rio de Janeiro;3304557;Capital;27
22;1;2003;2003m1;16;1;Rio de Janeiro;3304557;Capital;14
23;1;2003;2003m1;3;1;Rio de Janeiro;3304557;Capital;3
24;1;2003;2003m1;3;1;Rio de Janeiro;3304557;Capital;21
25;1;2003;2003m1;3;1;Rio de Janeiro;3304557;Capital;43
26;1;2003;2003m1;3;1;Rio de Janeiro;3304557;Capital;0
27;1;2003;2003m1;9;2;Rio de Janeiro;3304557;Capital;10
28;1;2003;2003m1;9;2;Rio de Janeiro;3304557;Capital;7
29;1;2003;2003m1;9;2;Rio de Janeiro;3304557;Capital;4
30;1;2003;2003m1;9;2;Rio de Janeiro;3304557;Capital;6
31;1;2003;2003m1;14;2;Rio de Janeiro;3304557;Capital;0
32;1;2003;2003m1;18;2;Rio de Janeiro;3304557;Capital;21
33;1;2003;2003m1;14;2;Rio de Janeiro;3304557;Capital;40
34;1;2003;2003m1;14;2;Rio de Janeiro;3304557;Capital;70
35;1;2003;2003m1;31;2;Rio de Janeiro;3304557;Capital;36
36;1;2003;2003m1;27;2;Rio de Janeiro;3304557;Capital;12
37;1;2003;2003m1;17;1;Rio de Janeiro;3304557;Capital;9
38;1;2003;2003m1;16;1;Rio de Janeiro;3304557;Capital;21
39;1;2003;2003m1;9;2;Rio de Janeiro;3304557;Capital;36
40;1;2003;2003m1;9;2;Rio de Janeiro;3304557;Capital;7
41;1;2003;2003m1;18;2;Rio de Janeiro;3304557;Capital;8
44;1;2003;2003m1;3;1;Rio de Janeiro;3304557;Capital;21
48;1;2003;2003m1;24;3;Seropédica;3305554;Baixada Fluminense;5
50;1;2003;2003m1;24;3;Itaguaí;3302007;Baixada Fluminense;5
51;1;2003;2003m1;24;3;Paracambi;3303609;Baixada Fluminense;4
52;1;2003;2003m1;20;3;Nova Iguaçu;3303500;Baixada Fluminense;11
53;1;2003;2003m1;20;3;Mesquita;3302858;Baixada Fluminense;14
54;1;2003;2003m1;20;3;Belford Roxo;3300456;Baixada Fluminense;19
55;1;2003;2003m1;24;3;"Queimados;Japeri";9999981;Baixada Fluminense;8
56;1;2003;2003m1;20;3;Nova Iguaçu;3303500;Baixada Fluminense;15
57;1;2003;2003m1;20;3;Nilópolis;3303203;Baixada Fluminense;7
58;1;2003;2003m1;20;3;Nova Iguaçu;3303500;Baixada Fluminense;18
59;1;2003;2003m1;15;3;Duque de Caxias;3301702;Baixada Fluminense;27
60;1;2003;2003m1;15;3;Duque de Caxias;3301702;Baixada Fluminense;7
61;1;2003;2003m1;15;3;Duque de Caxias;3301702;Baixada Fluminense;6
62;1;2003;2003m1;15;3;Duque de Caxias;3301702;Baixada Fluminense;9
64;1;2003;2003m1;20;3;São João de Meriti;3305109;Baixada Fluminense;28
65;1;2003;2003m1;33;5;"Magé;Guapimirim";9999982;Baixada Fluminense;25
66;1;2003;2003m1;33;5;Magé;3302502;Baixada Fluminense;7
71;1;2003;2003m1;35;4;"Itaboraí;Tanguá";9999983;Interior;1
72;1;2003;2003m1;7;4;São Gonçalo;3304904;Grande Niterói;2
73;1;2003;2003m1;7;4;São Gonçalo;3304904;Grande Niterói;4
74;1;2003;2003m1;7;4;São Gonçalo;3304904;Grande Niterói;14
75;1;2003;2003m1;7;4;São Gonçalo;3304904;Grande Niterói;2
76;1;2003;2003m1;12;4;Niterói;3303302;Grande Niterói;5
77;1;2003;2003m1;12;4;Niterói;3303302;Grande Niterói;7
78;1;2003;2003m1;12;4;Niterói;3303302;Grande Niterói;6
79;1;2003;2003m1;12;4;Niterói;3303302;Grande Niterói;1
81;1;2003;2003m1;12;4;Niterói;3303302;Grande Niterói;11
82;1;2003;2003m1;12;4;Maricá;3302700;Grande Niterói;1
88;1;2003;2003m1;10;5;Barra do Pirai;3300308;Interior;5
89;1;2003;2003m1;28;5;Resende;3304201;Interior;7
90;1;2003;2003m1;28;5;Barra Mansa;3300407;Interior;5
91;1;2003;2003m1;10;5;Valença;3306107;Interior;6
92;1;2003;2003m1;10;5;Rio das Flores;3304508;Interior;2
93;1;2003;2003m1;28;5;Volta Redonda;3306305;Interior;14
94;1;2003;2003m1;10;5;"Piraí;Pinheiral";9999988;Interior;7
95;1;2003;2003m1;10;5;Vassouras;3306206;Interior;3
96;1;2003;2003m1;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;9
97;1;2003;2003m1;10;5;Mendes;3302809;Interior;3
98;1;2003;2003m1;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0
99;1;2003;2003m1;28;5;Itatiaia;3302254;Interior;1
100;1;2003;2003m1;28;5;"Porto Real;Quatis";9999992;Interior;2
104;1;2003;2003m1;30;7;São José do Vale do Rio Preto;3305158;Interior;2
105;1;2003;2003m1;26;7;Petrópolis;3303906;Interior;9
106;1;2003;2003m1;26;7;Petrópolis;3303906;Interior;2
107;1;2003;2003m1;10;5;Paraíba do Sul;3303708;Interior;3
108;1;2003;2003m1;10;5;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;4
109;1;2003;2003m1;10;5;Sapucaia;3305406;Interior;1
110;1;2003;2003m1;30;7;Teresópolis;3305802;Interior;10
111;1;2003;2003m1;11;7;Sumidouro;3305703;Interior;5
112;1;2003;2003m1;11;7;Carmo;3301207;Interior;1
118;1;2003;2003m1;25;4;Araruama;3300209;Interior;7
119;1;2003;2003m1;35;4;Rio Bonito;3304300;Interior;4
120;1;2003;2003m1;35;4;Silva Jardim;3305604;Interior;5
121;1;2003;2003m1;34;3;Casimiro de Abreu;3301306;Interior;5
122;1;2003;2003m1;34;3;Conceição de Macabú;3301405;Interior;5
123;1;2003;2003m1;34;3;"Macaé;Quissamã;Carapebus";9999984;Interior;20
124;1;2003;2003m1;25;4;Saquarema;3305505;Interior;8
125;1;2003;2003m1;25;4;São Pedro da Aldeia;3305208;Interior;1
126;1;2003;2003m1;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;10
127;1;2003;2003m1;25;4;Armação dos Búzios;3300233;Interior;3
128;1;2003;2003m1;34;3;Rio das Ostras;3304524;Interior;8
129;1;2003;2003m1;25;4;Iguaba Grande;3301876;Interior;1
134;1;2003;2003m1;8;6;Campos dos Goytacazes;3301009;Interior;31
135;1;2003;2003m1;37;5;Itaocara;3302106;Interior;6
136;1;2003;2003m1;37;5;"Santo Antônio de Pádua;Aperibé";9999993;Interior;5
137;1;2003;2003m1;37;5;Miracema;3303005;Interior;7
138;1;2003;2003m1;29;6;Laje do Muriaé;3302304;Interior;1
139;1;2003;2003m1;29;6;Porciúncula;3304102;Interior;4
140;1;2003;2003m1;29;6;"Natividade;Varre-Sai";9999997;Interior;0
141;1;2003;2003m1;8;6;São Fidélis;3304805;Interior;4
142;1;2003;2003m1;37;5;Cambuci;3300902;Interior;5
143;1;2003;2003m1;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;13
144;1;2003;2003m1;29;6;Bom Jesus de Itabapoana;3300605;Interior;7
145;1;2003;2003m1;8;6;São João da Barra;3305000;Interior;4
146;1;2003;2003m1;8;6;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;19
151;1;2003;2003m1;11;7;Nova Friburgo;3303401;Interior;18
152;1;2003;2003m1;11;7;Duas Barras;3301603;Interior;3
153;1;2003;2003m1;11;7;Cantagalo;3301108;Interior;4
154;1;2003;2003m1;11;7;"Cordeiro;Macuco";9999998;Interior;4
155;1;2003;2003m1;37;5;São Sebastião do Alto;3305307;Interior;2
156;1;2003;2003m1;11;7;Santa Maria Madalena;3304607;Interior;12
157;1;2003;2003m1;11;7;Trajano de Morais;3305901;Interior;5
158;1;2003;2003m1;11;7;Bom Jardim;3300506;Interior;4
159;1;2003;2003m1;11;7;Cachoeiras de Macacu;3300803;Interior;6
165;1;2003;2003m1;32;6;Mangaratiba;3302601;Interior;15
166;1;2003;2003m1;32;6;Angra dos Reis;3300100;Interior;27
167;1;2003;2003m1;32;6;Paraty;3303807;Interior;4
168;1;2003;2003m1;10;5;Rio Claro;3304409;Interior;2
1;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;6
4;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;6
5;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;9
6;2;2003;2003m2;1;1;Rio de Janeiro;3304557;Capital;18
7;2;2003;2003m2;1;1;Rio de Janeiro;3304557;Capital;3
9;2;2003;2003m2;2;1;Rio de Janeiro;3304557;Capital;8
10;2;2003;2003m2;2;1;Rio de Janeiro;3304557;Capital;4
12;2;2003;2003m2;19;1;Rio de Janeiro;3304557;Capital;7
13;2;2003;2003m2;19;1;Rio de Janeiro;3304557;Capital;1
14;2;2003;2003m2;23;1;Rio de Janeiro;3304557;Capital;8
15;2;2003;2003m2;23;1;Rio de Janeiro;3304557;Capital;16
16;2;2003;2003m2;36;6;Rio de Janeiro;3304557;Capital;9
17;2;2003;2003m2;4;1;Rio de Janeiro;3304557;Capital;10
18;2;2003;2003m2;6;1;Rio de Janeiro;3304557;Capital;3
19;2;2003;2003m2;6;1;Rio de Janeiro;3304557;Capital;11
20;2;2003;2003m2;6;1;Rio de Janeiro;3304557;Capital;9
21;2;2003;2003m2;22;1;Rio de Janeiro;3304557;Capital;11
22;2;2003;2003m2;16;1;Rio de Janeiro;3304557;Capital;14
23;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;5
24;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;35
25;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;54
26;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;0
27;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;6
28;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;7
29;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;3
30;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;8
31;2;2003;2003m2;14;2;Rio de Janeiro;3304557;Capital;0
32;2;2003;2003m2;18;2;Rio de Janeiro;3304557;Capital;28
33;2;2003;2003m2;14;2;Rio de Janeiro;3304557;Capital;29
34;2;2003;2003m2;14;2;Rio de Janeiro;3304557;Capital;67
35;2;2003;2003m2;31;2;Rio de Janeiro;3304557;Capital;27
36;2;2003;2003m2;27;2;Rio de Janeiro;3304557;Capital;16
37;2;2003;2003m2;17;1;Rio de Janeiro;3304557;Capital;12
38;2;2003;2003m2;16;1;Rio de Janeiro;3304557;Capital;18
39;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;40
40;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;9
41;2;2003;2003m2;18;2;Rio de Janeiro;3304557;Capital;5
44;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;8
48;2;2003;2003m2;24;3;Seropédica;3305554;Baixada Fluminense;7
50;2;2003;2003m2;24;3;Itaguaí;3302007;Baixada Fluminense;10
51;2;2003;2003m2;24;3;Paracambi;3303609;Baixada Fluminense;3
52;2;2003;2003m2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;4
53;2;2003;2003m2;20;3;Mesquita;3302858;Baixada Fluminense;3
54;2;2003;2003m2;20;3;Belford Roxo;3300456;Baixada Fluminense;18
55;2;2003;2003m2;24;3;"Queimados;Japeri";9999981;Baixada Fluminense;22
56;2;2003;2003m2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;18
57;2;2003;2003m2;20;3;Nilópolis;3303203;Baixada Fluminense;9
58;2;2003;2003m2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;45
59;2;2003;2003m2;15;3;Duque de Caxias;3301702;Baixada Fluminense;27
60;2;2003;2003m2;15;3;Duque de Caxias;3301702;Baixada Fluminense;9
61;2;2003;2003m2;15;3;Duque de Caxias;3301702;Baixada Fluminense;3
62;2;2003;2003m2;15;3;Duque de Caxias;3301702;Baixada Fluminense;13
64;2;2003;2003m2;20;3;São João de Meriti;3305109;Baixada Fluminense;24
65;2;2003;2003m2;33;5;"Magé;Guapimirim";9999982;Baixada Fluminense;21
66;2;2003;2003m2;33;5;Magé;3302502;Baixada Fluminense;21
71;2;2003;2003m2;35;4;"Itaboraí;Tanguá";9999983;Interior;24
72;2;2003;2003m2;7;4;São Gonçalo;3304904;Grande Niterói;10
73;2;2003;2003m2;7;4;São Gonçalo;3304904;Grande Niterói;4
74;2;2003;2003m2;7;4;São Gonçalo;3304904;Grande Niterói;27
75;2;2003;2003m2;7;4;São Gonçalo;3304904;Grande Niterói;4
76;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;1
77;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;3
78;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;14
79;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;5
81;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;4
82;2;2003;2003m2;12;4;Maricá;3302700;Grande Niterói;8
88;2;2003;2003m2;10;5;Barra do Pirai;3300308;Interior;5
89;2;2003;2003m2;28;5;Resende;3304201;Interior;11
90;2;2003;2003m2;28;5;Barra Mansa;3300407;Interior;0
91;2;2003;2003m2;10;5;Valença;3306107;Interior;11
92;2;2003;2003m2;10;5;Rio das Flores;3304508;Interior;1
93;2;2003;2003m2;28;5;Volta Redonda;3306305;Interior;19
94;2;2003;2003m2;10;5;"Piraí;Pinheiral";9999988;Interior;5
95;2;2003;2003m2;10;5;Vassouras;3306206;Interior;6
96;2;2003;2003m2;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;7
97;2;2003;2003m2;10;5;Mendes;3302809;Interior;0
98;2;2003;2003m2;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0
99;2;2003;2003m2;28;5;Itatiaia;3302254;Interior;20
100;2;2003;2003m2;28;5;"Porto Real;Quatis";9999992;Interior;1
104;2;2003;2003m2;30;7;São José do Vale do Rio Preto;3305158;Interior;1
105;2;2003;2003m2;26;7;Petrópolis;3303906;Interior;11
106;2;2003;2003m2;26;7;Petrópolis;3303906;Interior;3
107;2;2003;2003m2;10;5;Paraíba do Sul;3303708;Interior;1
108;2;2003;2003m2;10;5;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;5
109;2;2003;2003m2;10;5;Sapucaia;3305406;Interior;2
110;2;2003;2003m2;30;7;Teresópolis;3305802;Interior;11
111;2;2003;2003m2;11;7;Sumidouro;3305703;Interior;1
112;2;2003;2003m2;11;7;Carmo;3301207;Interior;2
118;2;2003;2003m2;25;4;Araruama;3300209;Interior;8
119;2;2003;2003m2;35;4;Rio Bonito;3304300;Interior;6
120;2;2003;2003m2;35;4;Silva Jardim;3305604;Interior;14
121;2;2003;2003m2;34;3;Casimiro de Abreu;3301306;Interior;2
122;2;2003;2003m2;34;3;Conceição de Macabú;3301405;Interior;5
123;2;2003;2003m2;34;3;"Macaé;Quissamã;Carapebus";9999984;Interior;31
124;2;2003;2003m2;25;4;Saquarema;3305505;Interior;14
125;2;2003;2003m2;25;4;São Pedro da Aldeia;3305208;Interior;7
126;2;2003;2003m2;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;12
127;2;2003;2003m2;25;4;Armação dos Búzios;3300233;Interior;6
128;2;2003;2003m2;34;3;Rio das Ostras;3304524;Interior;10
129;2;2003;2003m2;25;4;Iguaba Grande;3301876;Interior;0
134;2;2003;2003m2;8;6;Campos dos Goytacazes;3301009;Interior;26
135;2;2003;2003m2;37;5;Itaocara;3302106;Interior;9
136;2;2003;2003m2;37;5;"Santo Antônio de Pádua;Aperibé";9999993;Interior;3
137;2;2003;2003m2;37;5;Miracema;3303005;Interior;8
138;2;2003;2003m2;29;6;Laje do Muriaé;3302304;Interior;3
139;2;2003;2003m2;29;6;Porciúncula;3304102;Interior;7
140;2;2003;2003m2;29;6;"Natividade;Varre-Sai";9999997;Interior;3
141;2;2003;2003m2;8;6;São Fidélis;3304805;Interior;2
142;2;2003;2003m2;37;5;Cambuci;3300902;Interior;6
143;2;2003;2003m2;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;13
144;2;2003;2003m2;29;6;Bom Jesus de Itabapoana;3300605;Interior;13
145;2;2003;2003m2;8;6;São João da Barra;3305000;Interior;5
146;2;2003;2003m2;8;6;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;18
151;2;2003;2003m2;11;7;Nova Friburgo;3303401;Interior;17
152;2;2003;2003m2;11;7;Duas Barras;3301603;Interior;3
153;2;2003;2003m2;11;7;Cantagalo;3301108;Interior;1
154;2;2003;2003m2;11;7;"Cordeiro;Macuco";9999998;Interior;6
155;2;2003;2003m2;37;5;São Sebastião do Alto;3305307;Interior;3
156;2;2003;2003m2;11;7;Santa Maria Madalena;3304607;Interior;6
157;2;2003;2003m2;11;7;Trajano de Morais;3305901;Interior;0
158;2;2003;2003m2;11;7;Bom Jardim;3300506;Interior;2
159;2;2003;2003m2;11;7;Cachoeiras de Macacu;3300803;Interior;19
165;2;2003;2003m2;32;6;Mangaratiba;3302601;Interior;7
166;2;2003;2003m2;32;6;Angra dos Reis;3300100;Interior;6
167;2;2003;2003m2;32;6;Paraty;3303807;Interior;8
168;2;2003;2003m2;10;5;Rio Claro;3304409;Interior;1
1;3;2003;2003m3;5;1;Rio de Janeiro;3304557;Capital;1
4;3;2003;2003m3;5;1;Rio de Janeiro;3304557;Capital;6
5;3;2003;2003m3;5;1;Rio de Janeiro;3304557;Capital;10
6;3;2003;2003m3;1;1;Rio de Janeiro;3304557;Capital;17
7;3;2003;2003m3;1;1;Rio de Janeiro;3304557;Capital;3
9;3;2003;2003m3;2;1;Rio de Janeiro;3304557;Capital;2
10;3;2003;2003m3;2;1;Rio de Janeiro;3304557;Capital;5
12;3;2003;2003m3;19;1;Rio de Janeiro;3304557;Capital;3
13;3;2003;2003m3;19;1;Rio de Janeiro;3304557;Capital;1
14;3;2003;2003m3;23;1;Rio de Janeiro;3304557;Capital;2
15;3;2003;2003m3;23;1;Rio de Janeiro;3304557;Capital;16
16;3;2003;2003m3;36;6;Rio de Janeiro;3304557;Capital;10
17;3;2003;2003m3;4;1;Rio de Janeiro;3304557;Capital;16
18;3;2003;2003m3;6;1;Rio de Janeiro;3304557;Capital;3
19;3;2003;2003m3;6;1;Rio de Janeiro;3304557;Capital;9
20;3;2003;2003m3;6;1;Rio de Janeiro;3304557;Capital;10
21;3;2003;2003m3;22;1;Rio de Janeiro;3304557;Capital;17
22;3;2003;2003m3;16;1;Rio de Janeiro;3304557;Capital;16
23;3;2003;2003m3;3;1;Rio de Janeiro;3304557;Capital;6
24;3;2003;2003m3;3;1;Rio de Janeiro;3304557;Capital;23
25;3;2003;2003m3;3;1;Rio de Janeiro;3304557;Capital;61
26;3;2003;2003m3;3;1;Rio de Janeiro;3304557;Capital;0
27;3;2003;2003m3;9;2;Rio de Janeiro;3304557;Capital;9
28;3;2003;2003m3;9;2;Rio de Janeiro;3304557;Capital;8
29;3;2003;2003m3;9;2;Rio de Janeiro;3304557;Capital;3
30;3;2003;2003m3;9;2;Rio de Janeiro;3304557;Capital;12
31;3;2003;2003m3;14;2;Rio de Janeiro;3304557;Capital;0
32;3;2003;2003m3;18;2;Rio de Janeiro;3304557;Capital;33
33;3;2003;2003m3;14;2;Rio de Janeiro;3304557;Capital;26
34;3;2003;2003m3;14;2;Rio de Janeiro;3304557;Capital;79
35;3;2003;2003m3;31;2;Rio de Janeiro;3304557;Capital;39
36;3;2003;2003m3;27;2;Rio de Janeiro;3304557;Capital;11
37;3;2003;2003m3;17;1;Rio de Janeiro;3304557;Capital;15
38;3;2003;2003m3;16;1;Rio de Janeiro;3304557;Capital;14
39;3;2003;2003m3;9;2;Rio de Janeiro;3304557;Capital;24
40;3;2003;2003m3;9;2;Rio de Janeiro;3304557;Capital;17
41;3;2003;2003m3;18;2;Rio de Janeiro;3304557;Capital;10
44;3;2003;2003m3;3;1;Rio de Janeiro;3304557;Capital;12
48;3;2003;2003m3;24;3;Seropédica;3305554;Baixada Fluminense;8
50;3;2003;2003m3;24;3;Itaguaí;3302007;Baixada Fluminense;14
51;3;2003;2003m3;24;3;Paracambi;3303609;Baixada Fluminense;0
52;3;2003;2003m3;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2
53;3;2003;2003m3;20;3;Mesquita;3302858;Baixada Fluminense;15
54;3;2003;2003m3;20;3;Belford Roxo;3300456;Baixada Fluminense;16
55;3;2003;2003m3;24;3;"Queimados;Japeri";9999981;Baixada Fluminense;17
56;3;2003;2003m3;20;3;Nova Iguaçu;3303500;Baixada Fluminense;20
57;3;2003;2003m3;20;3;Nilópolis;3303203;Baixada Fluminense;7
58;3;2003;2003m3;20;3;Nova Iguaçu;3303500;Baixada Fluminense;29
59;3;2003;2003m3;15;3;Duque de Caxias;3301702;Baixada Fluminense;28
60;3;2003;2003m3;15;3;Duque de Caxias;3301702;Baixada Fluminense;7
61;3;2003;2003m3;15;3;Duque de Caxias;3301702;Baixada Fluminense;2
62;3;2003;2003m3;15;3;Duque de Caxias;3301702;Baixada Fluminense;6
64;3;2003;2003m3;20;3;São João de Meriti;3305109;Baixada Fluminense;17
65;3;2003;2003m3;33;5;"Magé;Guapimirim";9999982;Baixada Fluminense;21
66;3;2003;2003m3;33;5;Magé;3302502;Baixada Fluminense;16
71;3;2003;2003m3;35;4;"Itaboraí;Tanguá";9999983;Interior;27
72;3;2003;2003m3;7;4;São Gonçalo;3304904;Grande Niterói;12
73;3;2003;2003m3;7;4;São Gonçalo;3304904;Grande Niterói;2
74;3;2003;2003m3;7;4;São Gonçalo;3304904;Grande Niterói;14
75;3;2003;2003m3;7;4;São Gonçalo;3304904;Grande Niterói;5
76;3;2003;2003m3;12;4;Niterói;3303302;Grande Niterói;7
77;3;2003;2003m3;12;4;Niterói;3303302;Grande Niterói;4
78;3;2003;2003m3;12;4;Niterói;3303302;Grande Niterói;15
79;3;2003;2003m3;12;4;Niterói;3303302;Grande Niterói;0
81;3;2003;2003m3;12;4;Niterói;3303302;Grande Niterói;0
82;3;2003;2003m3;12;4;Maricá;3302700;Grande Niterói;3
88;3;2003;2003m3;10;5;Barra do Pirai;3300308;Interior;4
89;3;2003;2003m3;28;5;Resende;3304201;Interior;11
90;3;2003;2003m3;28;5;Barra Mansa;3300407;Interior;14
91;3;2003;2003m3;10;5;Valença;3306107;Interior;3
92;3;2003;2003m3;10;5;Rio das Flores;3304508;Interior;0
93;3;2003;2003m3;28;5;Volta Redonda;3306305;Interior;28
94;3;2003;2003m3;10;5;"Piraí;Pinheiral";9999988;Interior;2
95;3;2003;2003m3;10;5;Vassouras;3306206;Interior;8
96;3;2003;2003m3;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;10
97;3;2003;2003m3;10;5;Mendes;3302809;Interior;12
98;3;2003;2003m3;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0
99;3;2003;2003m3;28;5;Itatiaia;3302254;Interior;4
100;3;2003;2003m3;28;5;"Porto Real;Quatis";9999992;Interior;8
104;3;2003;2003m3;30;7;São José do Vale do Rio Preto;3305158;Interior;2
105;3;2003;2003m3;26;7;Petrópolis;3303906;Interior;13
106;3;2003;2003m3;26;7;Petrópolis;3303906;Interior;3
107;3;2003;2003m3;10;5;Paraíba do Sul;3303708;Interior;1
108;3;2003;2003m3;10;5;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;8
109;3;2003;2003m3;10;5;Sapucaia;3305406;Interior;0
110;3;2003;2003m3;30;7;Teresópolis;3305802;Interior;6
111;3;2003;2003m3;11;7;Sumidouro;3305703;Interior;1
112;3;2003;2003m3;11;7;Carmo;3301207;Interior;2
118;3;2003;2003m3;25;4;Araruama;3300209;Interior;11
119;3;2003;2003m3;35;4;Rio Bonito;3304300;Interior;9
120;3;2003;2003m3;35;4;Silva Jardim;3305604;Interior;14
121;3;2003;2003m3;34;3;Casimiro de Abreu;3301306;Interior;2
122;3;2003;2003m3;34;3;Conceição de Macabú;3301405;Interior;12
123;3;2003;2003m3;34;3;"Macaé;Quissamã;Carapebus";9999984;Interior;25
124;3;2003;2003m3;25;4;Saquarema;3305505;Interior;4
125;3;2003;2003m3;25;4;São Pedro da Aldeia;3305208;Interior;5
126;3;2003;2003m3;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;21
127;3;2003;2003m3;25;4;Armação dos Búzios;3300233;Interior;5
128;3;2003;2003m3;34;3;Rio das Ostras;3304524;Interior;7
129;3;2003;2003m3;25;4;Iguaba Grande;3301876;Interior;2
134;3;2003;2003m3;8;6;Campos dos Goytacazes;3301009;Interior;47
135;3;2003;2003m3;37;5;Itaocara;3302106;Interior;11
136;3;2003;2003m3;37;5;"Santo Antônio de Pádua;Aperibé";9999993;Interior;10
137;3;2003;2003m3;37;5;Miracema;3303005;Interior;3
138;3;2003;2003m3;29;6;Laje do Muriaé;3302304;Interior;1
139;3;2003;2003m3;29;6;Porciúncula;3304102;Interior;1
140;3;2003;2003m3;29;6;"Natividade;Varre-Sai";9999997;Interior;1
141;3;2003;2003m3;8;6;São Fidélis;3304805;Interior;11
142;3;2003;2003m3;37;5;Cambuci;3300902;Interior;4
143;3;2003;2003m3;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;16
144;3;2003;2003m3;29;6;Bom Jesus de Itabapoana;3300605;Interior;9
145;3;2003;2003m3;8;6;São João da Barra;3305000;Interior;2
146;3;2003;2003m3;8;6;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;34
151;3;2003;2003m3;11;7;Nova Friburgo;3303401;Interior;15
152;3;2003;2003m3;11;7;Duas Barras;3301603;Interior;1
153;3;2003;2003m3;11;7;Cantagalo;3301108;Interior;0
154;3;2003;2003m3;11;7;"Cordeiro;Macuco";9999998;Interior;0
155;3;2003;2003m3;37;5;São Sebastião do Alto;3305307;Interior;1
156;3;2003;2003m3;11;7;Santa Maria Madalena;3304607;Interior;2
157;3;2003;2003m3;11;7;Trajano de Morais;3305901;Interior;3
158;3;2003;2003m3;11;7;Bom Jardim;3300506;Interior;17
159;3;2003;2003m3;11;7;Cachoeiras de Macacu;3300803;Interior;3
165;3;2003;2003m3;32;6;Mangaratiba;3302601;Interior;3
166;3;2003;2003m3;32;6;Angra dos Reis;3300100;Interior;15
167;3;2003;2003m3;32;6;Paraty;3303807;Interior;12
168;3;2003;2003m3;10;5;Rio Claro;3304409;Interior;2
1;4;2003;2003m4;5;1;Rio de Janeiro;3304557;Capital;2
