CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;armas_apreendidas
22;4;2005;2005m4;16;1;Rio de Janeiro;3304557;Capital;17
23;4;2005;2005m4;3;1;Rio de Janeiro;3304557;Capital;28
24;4;2005;2005m4;3;1;Rio de Janeiro;3304557;Capital;12
25;4;2005;2005m4;3;1;Rio de Janeiro;3304557;Capital;16
26;4;2005;2005m4;3;1;Rio de Janeiro;3304557;Capital;0
27;4;2005;2005m4;9;2;Rio de Janeiro;3304557;Capital;7
28;4;2005;2005m4;9;2;Rio de Janeiro;3304557;Capital;7
29;4;2005;2005m4;9;2;Rio de Janeiro;3304557;Capital;22
30;4;2005;2005m4;9;2;Rio de Janeiro;3304557;Capital;11
31;4;2005;2005m4;14;2;Rio de Janeiro;3304557;Capital;4
32;4;2005;2005m4;18;2;Rio de Janeiro;3304557;Capital;20
33;4;2005;2005m4;14;2;Rio de Janeiro;3304557;Capital;48
34;4;2005;2005m4;14;2;Rio de Janeiro;3304557;Capital;39
35;4;2005;2005m4;39;2;Rio de Janeiro;3304557;Capital;37
36;4;2005;2005m4;27;2;Rio de Janeiro;3304557;Capital;27
37;4;2005;2005m4;17;1;Rio de Janeiro;3304557;Capital;18
38;4;2005;2005m4;16;1;Rio de Janeiro;3304557;Capital;30
39;4;2005;2005m4;9;2;Rio de Janeiro;3304557;Capital;46
40;4;2005;2005m4;9;2;Rio de Janeiro;3304557;Capital;13
41;4;2005;2005m4;18;2;Rio de Janeiro;3304557;Capital;9
43;4;2005;2005m4;39;2;Rio de Janeiro;3304557;Capital;2
44;4;2005;2005m4;3;1;Rio de Janeiro;3304557;Capital;27
48;4;2005;2005m4;24;3;Seropédica;3305554;Baixada Fluminense;7
50;4;2005;2005m4;24;3;Itaguaí;3302007;Baixada Fluminense;6
51;4;2005;2005m4;24;3;Paracambi;3303609;Baixada Fluminense;1
52;4;2005;2005m4;20;3;Nova Iguaçu;3303500;Baixada Fluminense;4
53;4;2005;2005m4;20;3;Mesquita;3302858;Baixada Fluminense;8
54;4;2005;2005m4;20;3;Belford Roxo;3300456;Baixada Fluminense;21
55;4;2005;2005m4;24;3;Queimados;3304144;Baixada Fluminense;5
56;4;2005;2005m4;20;3;Nova Iguaçu;3303500;Baixada Fluminense;19
57;4;2005;2005m4;20;3;Nilópolis;3303203;Baixada Fluminense;9
58;4;2005;2005m4;20;3;Nova Iguaçu;3303500;Baixada Fluminense;28
59;4;2005;2005m4;15;3;Duque de Caxias;3301702;Baixada Fluminense;15
60;4;2005;2005m4;15;3;Duque de Caxias;3301702;Baixada Fluminense;18
61;4;2005;2005m4;15;3;Duque de Caxias;3301702;Baixada Fluminense;0
62;4;2005;2005m4;15;3;Duque de Caxias;3301702;Baixada Fluminense;15
63;4;2005;2005m4;24;3;Japeri;3302270;Baixada Fluminense;0
64;4;2005;2005m4;21;3;São João de Meriti;3305109;Baixada Fluminense;25
65;4;2005;2005m4;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;9
66;4;2005;2005m4;34;3;Magé;3302502;Baixada Fluminense;5
71;4;2005;2005m4;35;4;"Itaboraí;Tanguá";9999983;Interior;32
72;4;2005;2005m4;7;4;São Gonçalo;3304904;Grande Niterói;13
73;4;2005;2005m4;7;4;São Gonçalo;3304904;Grande Niterói;3
74;4;2005;2005m4;7;4;São Gonçalo;3304904;Grande Niterói;26
75;4;2005;2005m4;7;4;São Gonçalo;3304904;Grande Niterói;7
76;4;2005;2005m4;12;4;Niterói;3303302;Grande Niterói;6
77;4;2005;2005m4;12;4;Niterói;3303302;Grande Niterói;5
78;4;2005;2005m4;12;4;Niterói;3303302;Grande Niterói;17
79;4;2005;2005m4;12;4;Niterói;3303302;Grande Niterói;6
81;4;2005;2005m4;12;4;Niterói;3303302;Grande Niterói;6
82;4;2005;2005m4;12;4;Maricá;3302700;Grande Niterói;3
88;4;2005;2005m4;10;5;Barra do Pirai;3300308;Interior;3
89;4;2005;2005m4;37;5;Resende;3304201;Interior;7
90;4;2005;2005m4;28;5;Barra Mansa;3300407;Interior;14
91;4;2005;2005m4;10;5;Valença;3306107;Interior;6
92;4;2005;2005m4;10;5;Rio das Flores;3304508;Interior;1
93;4;2005;2005m4;28;5;Volta Redonda;3306305;Interior;20
94;4;2005;2005m4;10;5;Piraí;3304003;Interior;1
95;4;2005;2005m4;10;5;Vassouras;3306206;Interior;2
96;4;2005;2005m4;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;4
97;4;2005;2005m4;10;5;Mendes;3302809;Interior;1
98;4;2005;2005m4;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0
99;4;2005;2005m4;37;5;Itatiaia;3302254;Interior;4
100;4;2005;2005m4;28;5;"Porto Real;Quatis";9999992;Interior;4
101;4;2005;2005m4;10;5;Pinheiral;3303955;Interior;0
104;4;2005;2005m4;30;7;São José do Vale do Rio Preto;3305158;Interior;0
105;4;2005;2005m4;26;7;Petrópolis;3303906;Interior;19
106;4;2005;2005m4;26;7;Petrópolis;3303906;Interior;7
107;4;2005;2005m4;38;7;Paraíba do Sul;3303708;Interior;1
108;4;2005;2005m4;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;9
109;4;2005;2005m4;38;7;Sapucaia;3305406;Interior;0
110;4;2005;2005m4;30;7;Teresópolis;3305802;Interior;10
111;4;2005;2005m4;11;7;Sumidouro;3305703;Interior;0
112;4;2005;2005m4;11;7;Carmo;3301207;Interior;1
118;4;2005;2005m4;25;4;Araruama;3300209;Interior;1
119;4;2005;2005m4;35;4;Rio Bonito;3304300;Interior;8
120;4;2005;2005m4;35;4;Silva Jardim;3305604;Interior;1
121;4;2005;2005m4;32;6;Casimiro de Abreu;3301306;Interior;4
122;4;2005;2005m4;32;6;Conceição de Macabú;3301405;Interior;3
123;4;2005;2005m4;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior;4
124;4;2005;2005m4;25;4;Saquarema;3305505;Interior;4
125;4;2005;2005m4;25;4;São Pedro da Aldeia;3305208;Interior;12
126;4;2005;2005m4;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;20
127;4;2005;2005m4;25;4;Armação dos Búzios;3300233;Interior;5
128;4;2005;2005m4;32;6;Rio das Ostras;3304524;Interior;15
129;4;2005;2005m4;25;4;Iguaba Grande;3301876;Interior;2
134;4;2005;2005m4;8;6;Campos dos Goytacazes;3301009;Interior;20
135;4;2005;2005m4;36;6;Itaocara;3302106;Interior;0
136;4;2005;2005m4;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;7
137;4;2005;2005m4;36;6;Miracema;3303005;Interior;12
138;4;2005;2005m4;29;6;Laje do Muriaé;3302304;Interior;1
139;4;2005;2005m4;29;6;Porciúncula;3304102;Interior;3
140;4;2005;2005m4;29;6;"Natividade;Varre-Sai";9999997;Interior;2
141;4;2005;2005m4;8;6;São Fidélis;3304805;Interior;12
142;4;2005;2005m4;36;6;Cambuci;3300902;Interior;0
143;4;2005;2005m4;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;9
144;4;2005;2005m4;29;6;Bom Jesus de Itabapoana;3300605;Interior;1
145;4;2005;2005m4;8;6;São João da Barra;3305000;Interior;4
146;4;2005;2005m4;8;6;Campos dos Goytacazes;3301009;Interior;16
147;4;2005;2005m4;8;6;São Francisco de Itabapoana;3304755;Interior;7
151;4;2005;2005m4;11;7;Nova Friburgo;3303401;Interior;12
152;4;2005;2005m4;11;7;Duas Barras;3301603;Interior;0
153;4;2005;2005m4;11;7;Cantagalo;3301108;Interior;0
154;4;2005;2005m4;11;7;"Cordeiro;Macuco";9999998;Interior;0
155;4;2005;2005m4;36;6;São Sebastião do Alto;3305307;Interior;1
156;4;2005;2005m4;11;7;Santa Maria Madalena;3304607;Interior;3
157;4;2005;2005m4;11;7;Trajano de Morais;3305901;Interior;6
158;4;2005;2005m4;11;7;Bom Jardim;3300506;Interior;4
159;4;2005;2005m4;35;4;Cachoeiras de Macacu;3300803;Interior;42
165;4;2005;2005m4;33;5;Mangaratiba;3302601;Interior;7
166;4;2005;2005m4;33;5;Angra dos Reis;3300100;Interior;9
167;4;2005;2005m4;33;5;Paraty;3303807;Interior;8
168;4;2005;2005m4;10;5;Rio Claro;3304409;Interior;6
1;5;2005;2005m5;5;1;Rio de Janeiro;3304557;Capital;1
4;5;2005;2005m5;5;1;Rio de Janeiro;3304557;Capital;18
5;5;2005;2005m5;13;1;Rio de Janeiro;3304557;Capital;2
6;5;2005;2005m5;1;1;Rio de Janeiro;3304557;Capital;22
7;5;2005;2005m5;1;1;Rio de Janeiro;3304557;Capital;3
9;5;2005;2005m5;2;1;Rio de Janeiro;3304557;Capital;6
10;5;2005;2005m5;2;1;Rio de Janeiro;3304557;Capital;15
12;5;2005;2005m5;19;1;Rio de Janeiro;3304557;Capital;3
13;5;2005;2005m5;19;1;Rio de Janeiro;3304557;Capital;2
14;5;2005;2005m5;23;1;Rio de Janeiro;3304557;Capital;5
15;5;2005;2005m5;23;1;Rio de Janeiro;3304557;Capital;8
16;5;2005;2005m5;31;2;Rio de Janeiro;3304557;Capital;10
17;5;2005;2005m5;4;1;Rio de Janeiro;3304557;Capital;15
18;5;2005;2005m5;6;1;Rio de Janeiro;3304557;Capital;7
19;5;2005;2005m5;6;1;Rio de Janeiro;3304557;Capital;9
20;5;2005;2005m5;6;1;Rio de Janeiro;3304557;Capital;19
21;5;2005;2005m5;22;1;Rio de Janeiro;3304557;Capital;26
22;5;2005;2005m5;16;1;Rio de Janeiro;3304557;Capital;23
23;5;2005;2005m5;3;1;Rio de Janeiro;3304557;Capital;31
24;5;2005;2005m5;3;1;Rio de Janeiro;3304557;Capital;30
25;5;2005;2005m5;3;1;Rio de Janeiro;3304557;Capital;22
26;5;2005;2005m5;3;1;Rio de Janeiro;3304557;Capital;0
27;5;2005;2005m5;9;2;Rio de Janeiro;3304557;Capital;10
28;5;2005;2005m5;9;2;Rio de Janeiro;3304557;Capital;15
29;5;2005;2005m5;9;2;Rio de Janeiro;3304557;Capital;29
30;5;2005;2005m5;9;2;Rio de Janeiro;3304557;Capital;23
31;5;2005;2005m5;14;2;Rio de Janeiro;3304557;Capital;2
32;5;2005;2005m5;18;2;Rio de Janeiro;3304557;Capital;18
33;5;2005;2005m5;14;2;Rio de Janeiro;3304557;Capital;51
34;5;2005;2005m5;14;2;Rio de Janeiro;3304557;Capital;52
35;5;2005;2005m5;39;2;Rio de Janeiro;3304557;Capital;40
36;5;2005;2005m5;27;2;Rio de Janeiro;3304557;Capital;21
37;5;2005;2005m5;17;1;Rio de Janeiro;3304557;Capital;27
38;5;2005;2005m5;16;1;Rio de Janeiro;3304557;Capital;31
39;5;2005;2005m5;9;2;Rio de Janeiro;3304557;Capital;56
40;5;2005;2005m5;9;2;Rio de Janeiro;3304557;Capital;11
41;5;2005;2005m5;18;2;Rio de Janeiro;3304557;Capital;7
43;5;2005;2005m5;39;2;Rio de Janeiro;3304557;Capital;1
44;5;2005;2005m5;3;1;Rio de Janeiro;3304557;Capital;18
48;5;2005;2005m5;24;3;Seropédica;3305554;Baixada Fluminense;7
50;5;2005;2005m5;24;3;Itaguaí;3302007;Baixada Fluminense;11
51;5;2005;2005m5;24;3;Paracambi;3303609;Baixada Fluminense;0
52;5;2005;2005m5;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2
53;5;2005;2005m5;20;3;Mesquita;3302858;Baixada Fluminense;6
54;5;2005;2005m5;20;3;Belford Roxo;3300456;Baixada Fluminense;9
55;5;2005;2005m5;24;3;Queimados;3304144;Baixada Fluminense;0
56;5;2005;2005m5;20;3;Nova Iguaçu;3303500;Baixada Fluminense;19
57;5;2005;2005m5;20;3;Nilópolis;3303203;Baixada Fluminense;11
58;5;2005;2005m5;20;3;Nova Iguaçu;3303500;Baixada Fluminense;26
59;5;2005;2005m5;15;3;Duque de Caxias;3301702;Baixada Fluminense;20
60;5;2005;2005m5;15;3;Duque de Caxias;3301702;Baixada Fluminense;17
61;5;2005;2005m5;15;3;Duque de Caxias;3301702;Baixada Fluminense;3
62;5;2005;2005m5;15;3;Duque de Caxias;3301702;Baixada Fluminense;19
63;5;2005;2005m5;24;3;Japeri;3302270;Baixada Fluminense;10
64;5;2005;2005m5;21;3;São João de Meriti;3305109;Baixada Fluminense;19
65;5;2005;2005m5;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;16
66;5;2005;2005m5;34;3;Magé;3302502;Baixada Fluminense;6
71;5;2005;2005m5;35;4;"Itaboraí;Tanguá";9999983;Interior;8
72;5;2005;2005m5;7;4;São Gonçalo;3304904;Grande Niterói;7
73;5;2005;2005m5;7;4;São Gonçalo;3304904;Grande Niterói;3
74;5;2005;2005m5;7;4;São Gonçalo;3304904;Grande Niterói;37
75;5;2005;2005m5;7;4;São Gonçalo;3304904;Grande Niterói;6
76;5;2005;2005m5;12;4;Niterói;3303302;Grande Niterói;2
77;5;2005;2005m5;12;4;Niterói;3303302;Grande Niterói;9
78;5;2005;2005m5;12;4;Niterói;3303302;Grande Niterói;31
79;5;2005;2005m5;12;4;Niterói;3303302;Grande Niterói;4
81;5;2005;2005m5;12;4;Niterói;3303302;Grande Niterói;7
82;5;2005;2005m5;12;4;Maricá;3302700;Grande Niterói;1
88;5;2005;2005m5;10;5;Barra do Pirai;3300308;Interior;3
89;5;2005;2005m5;37;5;Resende;3304201;Interior;11
90;5;2005;2005m5;28;5;Barra Mansa;3300407;Interior;13
91;5;2005;2005m5;10;5;Valença;3306107;Interior;4
92;5;2005;2005m5;10;5;Rio das Flores;3304508;Interior;3
93;5;2005;2005m5;28;5;Volta Redonda;3306305;Interior;5
94;5;2005;2005m5;10;5;Piraí;3304003;Interior;3
95;5;2005;2005m5;10;5;Vassouras;3306206;Interior;3
96;5;2005;2005m5;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;4
97;5;2005;2005m5;10;5;Mendes;3302809;Interior;0
98;5;2005;2005m5;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0
99;5;2005;2005m5;37;5;Itatiaia;3302254;Interior;5
100;5;2005;2005m5;28;5;"Porto Real;Quatis";9999992;Interior;1
101;5;2005;2005m5;10;5;Pinheiral;3303955;Interior;2
104;5;2005;2005m5;30;7;São José do Vale do Rio Preto;3305158;Interior;1
105;5;2005;2005m5;26;7;Petrópolis;3303906;Interior;10
106;5;2005;2005m5;26;7;Petrópolis;3303906;Interior;4
107;5;2005;2005m5;38;7;Paraíba do Sul;3303708;Interior;1
108;5;2005;2005m5;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;6
109;5;2005;2005m5;38;7;Sapucaia;3305406;Interior;0
110;5;2005;2005m5;30;7;Teresópolis;3305802;Interior;15
111;5;2005;2005m5;11;7;Sumidouro;3305703;Interior;0
112;5;2005;2005m5;11;7;Carmo;3301207;Interior;0
118;5;2005;2005m5;25;4;Araruama;3300209;Interior;2
119;5;2005;2005m5;35;4;Rio Bonito;3304300;Interior;4
120;5;2005;2005m5;35;4;Silva Jardim;3305604;Interior;4
121;5;2005;2005m5;32;6;Casimiro de Abreu;3301306;Interior;5
122;5;2005;2005m5;32;6;Conceição de Macabú;3301405;Interior;2
123;5;2005;2005m5;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior;8
124;5;2005;2005m5;25;4;Saquarema;3305505;Interior;4
125;5;2005;2005m5;25;4;São Pedro da Aldeia;3305208;Interior;4
126;5;2005;2005m5;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;10
127;5;2005;2005m5;25;4;Armação dos Búzios;3300233;Interior;7
128;5;2005;2005m5;32;6;Rio das Ostras;3304524;Interior;14
129;5;2005;2005m5;25;4;Iguaba Grande;3301876;Interior;4
134;5;2005;2005m5;8;6;Campos dos Goytacazes;3301009;Interior;30
135;5;2005;2005m5;36;6;Itaocara;3302106;Interior;3
136;5;2005;2005m5;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;5
137;5;2005;2005m5;36;6;Miracema;3303005;Interior;2
138;5;2005;2005m5;29;6;Laje do Muriaé;3302304;Interior;1
139;5;2005;2005m5;29;6;Porciúncula;3304102;Interior;5
140;5;2005;2005m5;29;6;"Natividade;Varre-Sai";9999997;Interior;1
141;5;2005;2005m5;8;6;São Fidélis;3304805;Interior;10
142;5;2005;2005m5;36;6;Cambuci;3300902;Interior;2
143;5;2005;2005m5;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;14
144;5;2005;2005m5;29;6;Bom Jesus de Itabapoana;3300605;Interior;6
145;5;2005;2005m5;8;6;São João da Barra;3305000;Interior;2
146;5;2005;2005m5;8;6;Campos dos Goytacazes;3301009;Interior;28
147;5;2005;2005m5;8;6;São Francisco de Itabapoana;3304755;Interior;9
151;5;2005;2005m5;11;7;Nova Friburgo;3303401;Interior;2
152;5;2005;2005m5;11;7;Duas Barras;3301603;Interior;3
153;5;2005;2005m5;11;7;Cantagalo;3301108;Interior;0
154;5;2005;2005m5;11;7;"Cordeiro;Macuco";9999998;Interior;0
155;5;2005;2005m5;36;6;São Sebastião do Alto;3305307;Interior;3
156;5;2005;2005m5;11;7;Santa Maria Madalena;3304607;Interior;4
157;5;2005;2005m5;11;7;Trajano de Morais;3305901;Interior;0
158;5;2005;2005m5;11;7;Bom Jardim;3300506;Interior;4
159;5;2005;2005m5;35;4;Cachoeiras de Macacu;3300803;Interior;13
165;5;2005;2005m5;33;5;Mangaratiba;3302601;Interior;10
166;5;2005;2005m5;33;5;Angra dos Reis;3300100;Interior;9
167;5;2005;2005m5;33;5;Paraty;3303807;Interior;19
168;5;2005;2005m5;10;5;Rio Claro;3304409;Interior;4
1;6;2005;2005m6;5;1;Rio de Janeiro;3304557;Capital;1
4;6;2005;2005m6;5;1;Rio de Janeiro;3304557;Capital;17
5;6;2005;2005m6;13;1;Rio de Janeiro;3304557;Capital;8
6;6;2005;2005m6;1;1;Rio de Janeiro;3304557;Capital;18
7;6;2005;2005m6;1;1;Rio de Janeiro;3304557;Capital;3
9;6;2005;2005m6;2;1;Rio de Janeiro;3304557;Capital;4
10;6;2005;2005m6;2;1;Rio de Janeiro;3304557;Capital;3
12;6;2005;2005m6;19;1;Rio de Janeiro;3304557;Capital;9
13;6;2005;2005m6;19;1;Rio de Janeiro;3304557;Capital;2
14;6;2005;2005m6;23;1;Rio de Janeiro;3304557;Capital;10
15;6;2005;2005m6;23;1;Rio de Janeiro;3304557;Capital;6
16;6;2005;2005m6;31;2;Rio de Janeiro;3304557;Capital;17
17;6;2005;2005m6;4;1;Rio de Janeiro;3304557;Capital;11
18;6;2005;2005m6;6;1;Rio de Janeiro;3304557;Capital;12
19;6;2005;2005m6;6;1;Rio de Janeiro;3304557;Capital;11
20;6;2005;2005m6;6;1;Rio de Janeiro;3304557;Capital;14
21;6;2005;2005m6;22;1;Rio de Janeiro;3304557;Capital;14
22;6;2005;2005m6;16;1;Rio de Janeiro;3304557;Capital;27
23;6;2005;2005m6;3;1;Rio de Janeiro;3304557;Capital;26
24;6;2005;2005m6;3;1;Rio de Janeiro;3304557;Capital;21
25;6;2005;2005m6;3;1;Rio de Janeiro;3304557;Capital;36
26;6;2005;2005m6;3;1;Rio de Janeiro;3304557;Capital;0
27;6;2005;2005m6;9;2;Rio de Janeiro;3304557;Capital;15
28;6;2005;2005m6;9;2;Rio de Janeiro;3304557;Capital;11
29;6;2005;2005m6;9;2;Rio de Janeiro;3304557;Capital;34
30;6;2005;2005m6;9;2;Rio de Janeiro;3304557;Capital;17
31;6;2005;2005m6;14;2;Rio de Janeiro;3304557;Capital;8
32;6;2005;2005m6;18;2;Rio de Janeiro;3304557;Capital;16
33;6;2005;2005m6;14;2;Rio de Janeiro;3304557;Capital;17
34;6;2005;2005m6;14;2;Rio de Janeiro;3304557;Capital;38
35;6;2005;2005m6;39;2;Rio de Janeiro;3304557;Capital;31
36;6;2005;2005m6;27;2;Rio de Janeiro;3304557;Capital;42
37;6;2005;2005m6;17;1;Rio de Janeiro;3304557;Capital;16
38;6;2005;2005m6;16;1;Rio de Janeiro;3304557;Capital;39
39;6;2005;2005m6;9;2;Rio de Janeiro;3304557;Capital;49
40;6;2005;2005m6;9;2;Rio de Janeiro;3304557;Capital;19
41;6;2005;2005m6;18;2;Rio de Janeiro;3304557;Capital;5
43;6;2005;2005m6;39;2;Rio de Janeiro;3304557;Capital;4
44;6;2005;2005m6;3;1;Rio de Janeiro;3304557;Capital;19
48;6;2005;2005m6;24;3;Seropédica;3305554;Baixada Fluminense;9
50;6;2005;2005m6;24;3;Itaguaí;3302007;Baixada Fluminense;4
51;6;2005;2005m6;24;3;Paracambi;3303609;Baixada Fluminense;5
52;6;2005;2005m6;20;3;Nova Iguaçu;3303500;Baixada Fluminense;5
53;6;2005;2005m6;20;3;Mesquita;3302858;Baixada Fluminense;9
54;6;2005;2005m6;20;3;Belford Roxo;3300456;Baixada Fluminense;19
55;6;2005;2005m6;24;3;Queimados;3304144;Baixada Fluminense;4
56;6;2005;2005m6;20;3;Nova Iguaçu;3303500;Baixada Fluminense;7
57;6;2005;2005m6;20;3;Nilópolis;3303203;Baixada Fluminense;5
58;6;2005;2005m6;20;3;Nova Iguaçu;3303500;Baixada Fluminense;16
59;6;2005;2005m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;26
60;6;2005;2005m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;17
61;6;2005;2005m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;2
62;6;2005;2005m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;31
63;6;2005;2005m6;24;3;Japeri;3302270;Baixada Fluminense;9
64;6;2005;2005m6;21;3;São João de Meriti;3305109;Baixada Fluminense;22
65;6;2005;2005m6;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;14
66;6;2005;2005m6;34;3;Magé;3302502;Baixada Fluminense;13
71;6;2005;2005m6;35;4;"Itaboraí;Tanguá";9999983;Interior;19
72;6;2005;2005m6;7;4;São Gonçalo;3304904;Grande Niterói;12
73;6;2005;2005m6;7;4;São Gonçalo;3304904;Grande Niterói;4
74;6;2005;2005m6;7;4;São Gonçalo;3304904;Grande Niterói;13
75;6;2005;2005m6;7;4;São Gonçalo;3304904;Grande Niterói;6
76;6;2005;2005m6;12;4;Niterói;3303302;Grande Niterói;8
77;6;2005;2005m6;12;4;Niterói;3303302;Grande Niterói;10
78;6;2005;2005m6;12;4;Niterói;3303302;Grande Niterói;55
79;6;2005;2005m6;12;4;Niterói;3303302;Grande Niterói;4
81;6;2005;2005m6;12;4;Niterói;3303302;Grande Niterói;2
82;6;2005;2005m6;12;4;Maricá;3302700;Grande Niterói;13
88;6;2005;2005m6;10;5;Barra do Pirai;3300308;Interior;5
89;6;2005;2005m6;37;5;Resende;3304201;Interior;6
90;6;2005;2005m6;28;5;Barra Mansa;3300407;Interior;13
91;6;2005;2005m6;10;5;Valença;3306107;Interior;5
92;6;2005;2005m6;10;5;Rio das Flores;3304508;Interior;0
93;6;2005;2005m6;28;5;Volta Redonda;3306305;Interior;11
94;6;2005;2005m6;10;5;Piraí;3304003;Interior;1
95;6;2005;2005m6;10;5;Vassouras;3306206;Interior;3
96;6;2005;2005m6;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;17
97;6;2005;2005m6;10;5;Mendes;3302809;Interior;9
98;6;2005;2005m6;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0
99;6;2005;2005m6;37;5;Itatiaia;3302254;Interior;0
100;6;2005;2005m6;28;5;"Porto Real;Quatis";9999992;Interior;5
101;6;2005;2005m6;10;5;Pinheiral;3303955;Interior;4
104;6;2005;2005m6;30;7;São José do Vale do Rio Preto;3305158;Interior;3
105;6;2005;2005m6;26;7;Petrópolis;3303906;Interior;7
106;6;2005;2005m6;26;7;Petrópolis;3303906;Interior;9
107;6;2005;2005m6;38;7;Paraíba do Sul;3303708;Interior;3
108;6;2005;2005m6;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;6
109;6;2005;2005m6;38;7;Sapucaia;3305406;Interior;0
110;6;2005;2005m6;30;7;Teresópolis;3305802;Interior;9
111;6;2005;2005m6;11;7;Sumidouro;3305703;Interior;1
112;6;2005;2005m6;11;7;Carmo;3301207;Interior;0
118;6;2005;2005m6;25;4;Araruama;3300209;Interior;3
119;6;2005;2005m6;35;4;Rio Bonito;3304300;Interior;0
120;6;2005;2005m6;35;4;Silva Jardim;3305604;Interior;1
121;6;2005;2005m6;32;6;Casimiro de Abreu;3301306;Interior;3
122;6;2005;2005m6;32;6;Conceição de Macabú;3301405;Interior;2
123;6;2005;2005m6;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior;13
124;6;2005;2005m6;25;4;Saquarema;3305505;Interior;4
125;6;2005;2005m6;25;4;São Pedro da Aldeia;3305208;Interior;9
126;6;2005;2005m6;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;13
127;6;2005;2005m6;25;4;Armação dos Búzios;3300233;Interior;3
128;6;2005;2005m6;32;6;Rio das Ostras;3304524;Interior;11
129;6;2005;2005m6;25;4;Iguaba Grande;3301876;Interior;2
134;6;2005;2005m6;8;6;Campos dos Goytacazes;3301009;Interior;40
135;6;2005;2005m6;36;6;Itaocara;3302106;Interior;3
136;6;2005;2005m6;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;3
137;6;2005;2005m6;36;6;Miracema;3303005;Interior;7
138;6;2005;2005m6;29;6;Laje do Muriaé;3302304;Interior;2
139;6;2005;2005m6;29;6;Porciúncula;3304102;Interior;4
140;6;2005;2005m6;29;6;"Natividade;Varre-Sai";9999997;Interior;2
141;6;2005;2005m6;8;6;São Fidélis;3304805;Interior;27
142;6;2005;2005m6;36;6;Cambuci;3300902;Interior;0
143;6;2005;2005m6;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;11
144;6;2005;2005m6;29;6;Bom Jesus de Itabapoana;3300605;Interior;3
145;6;2005;2005m6;8;6;São João da Barra;3305000;Interior;2
146;6;2005;2005m6;8;6;Campos dos Goytacazes;3301009;Interior;18
147;6;2005;2005m6;8;6;São Francisco de Itabapoana;3304755;Interior;11
151;6;2005;2005m6;11;7;Nova Friburgo;3303401;Interior;12
152;6;2005;2005m6;11;7;Duas Barras;3301603;Interior;0
153;6;2005;2005m6;11;7;Cantagalo;3301108;Interior;0
154;6;2005;2005m6;11;7;"Cordeiro;Macuco";9999998;Interior;3
155;6;2005;2005m6;36;6;São Sebastião do Alto;3305307;Interior;0
156;6;2005;2005m6;11;7;Santa Maria Madalena;3304607;Interior;2
157;6;2005;2005m6;11;7;Trajano de Morais;3305901;Interior;0
158;6;2005;2005m6;11;7;Bom Jardim;3300506;Interior;9
159;6;2005;2005m6;35;4;Cachoeiras de Macacu;3300803;Interior;2
165;6;2005;2005m6;33;5;Mangaratiba;3302601;Interior;16
166;6;2005;2005m6;33;5;Angra dos Reis;3300100;Interior;11
167;6;2005;2005m6;33;5;Paraty;3303807;Interior;18
168;6;2005;2005m6;10;5;Rio Claro;3304409;Interior;13
1;7;2005;2005m7;5;1;Rio de Janeiro;3304557;Capital;0
4;7;2005;2005m7;5;1;Rio de Janeiro;3304557;Capital;10
5;7;2005;2005m7;13;1;Rio de Janeiro;3304557;Capital;11
6;7;2005;2005m7;1;1;Rio de Janeiro;3304557;Capital;22
7;7;2005;2005m7;1;1;Rio de Janeiro;3304557;Capital;5
9;7;2005;2005m7;2;1;Rio de Janeiro;3304557;Capital;11
10;7;2005;2005m7;2;1;Rio de Janeiro;3304557;Capital;3
12;7;2005;2005m7;19;1;Rio de Janeiro;3304557;Capital;6
13;7;2005;2005m7;19;1;Rio de Janeiro;3304557;Capital;0
