"aisp";"mes";"vano";"nome_comandante_bpm"
2;2;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
3;2;2007;"CEL MAURO GONÇALVES TEIXEIRA"
4;2;2007;"TEN CEL CARLOS ALBERTO SOARES GOMES"
5;2;2007;"TEN CEL GILMAR BARROS DOS REIS"
6;2;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;2;2007;"TEN CEL ROGÉRIO LIRA DA COSTA"
8;2;2007;"CEL GELESI RIBEIRO VIEIRA"
9;2;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;2;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;2;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;2;2007;"CEL MARCUS JARDIM GONÇALVES"
13;2;2007;"TEN CEL EDSON DE ALMEIDA"
14;2;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;2;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
16;2;2007;"TEN CEL JOSÉ LUIZ NEPOMUCENO MARINHO"
17;2;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;2;2007;"TEN CEL CESAR COUTO LIMA"
19;2;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
20;2;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;2;2007;"TEN CEL RONALDO ANTONIO DE MENEZES"
22;2;2007;"TEN CEL RUI LOURY ARIOLANDO DE OLIVEIRA"
23;2;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;2;2007;"TEN CEL NILTON JOSÉ ROSESTOLATO DE OLIVEIRA"
25;2;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;2;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;2;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;2;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
29;2;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;2;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;2;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;2;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;2;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;2;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
35;2;2007;"TEN CEL NILTON LOURENÇO DA SILVA"
36;2;2007;"TEN CEL MIGUEL DE ALMEIDA CARLOU"
37;2;2007;"TEN CEL MARCO AURÉLIO HIPPERT DE OLIVEIRA"
38;2;2007;"TEN CEL JOSÉ MÁRIO AUGUSTO DE SÁ FREIRE"
39;2;2007;"TEN CEL ALVARO RODRIGUES GARCIA"
40;2;2007;"TEN CEL CLAUDIO LIMA FREIRE"
1;3;2007;"TEN CEL CARLOS NORBERTO MENDES"
2;3;2007;"TEN CEL GILEADE AMARO DE ALBUQUERQUE"
3;3;2007;"TEN CEL MARCOS ALEXANDRE SANTOS DE ALMEIDA"
4;3;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
5;3;2007;"TEN CEL GILMAR BARROS DOS REIS"
6;3;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;3;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
8;3;2007;"CEL GELESI RIBEIRO VIEIRA"
9;3;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;3;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;3;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;3;2007;"TEN CEL JORGE LUIZ ALFAIA DOS REIS"
13;3;2007;"TEN CEL EDSON DE ALMEIDA"
14;3;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;3;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
16;3;2007;"TEN CEL MARCUS JARDIM GONÇALVES"
17;3;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;3;2007;"TEN CEL CÉSAR AUGUSTO TANNER DE LIMA ALVES"
19;3;2007;"TEN CEL RICARDO COUTINHO PACHECO"
20;3;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;3;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
22;3;2007;"TEN CEL LUIGI FELIPE GUIMARAES GATTO"
23;3;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;3;2007;"TEN CEL NILTON JOSÉ ROSESTOLATO DE OLIVEIRA"
25;3;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;3;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;3;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;3;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
29;3;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;3;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;3;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;3;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;3;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;3;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
35;3;2007;"TEN CEL NILTON LOURENÇO DA SILVA"
36;3;2007;"TEN CEL JAMES DE BARROS"
37;3;2007;"TEN CEL MARCO AURÉLIO HIPPERT DE OLIVEIRA"
38;3;2007;"TEN CEL EDUARDO TEIXEIRA ALVES"
39;3;2007;"TEN CEL ALVARO RODRIGUES GARCIA"
40;3;2007;"TEN CEL CLAUDIO LIMA FREIRE"
1;4;2007;"TEN CEL CARLOS NORBERTO MENDES"
2;4;2007;"TEN CEL GILEADE AMARO DE ALBUQUERQUE"
3;4;2007;"TEN CEL MARCOS ALEXANDRE SANTOS DE ALMEIDA"
4;4;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
5;4;2007;"TEN CEL GILMAR BARROS DOS REIS"
6;4;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;4;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
8;4;2007;"CEL GELESI RIBEIRO VIEIRA"
9;4;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;4;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;4;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;4;2007;"TEN CEL JORGE LUIZ ALFAIA DOS REIS"
13;4;2007;"TEN CEL EDSON DE ALMEIDA"
14;4;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;4;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
16;4;2007;"TEN CEL MARCUS JARDIM GONÇALVES"
17;4;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;4;2007;"TEN CEL CÉSAR AUGUSTO TANNER DE LIMA ALVES"
19;4;2007;"TEN CEL RICARDO COUTINHO PACHECO"
20;4;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;4;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
22;4;2007;"TEN CEL LUIGI FELIPE GUIMARAES GATTO"
23;4;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;4;2007;"TEN CEL NILTON JOSÉ ROSESTOLATO DE OLIVEIRA"
25;4;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;4;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;4;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;4;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
29;4;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;4;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;4;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;4;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;4;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;4;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
35;4;2007;"TEN CEL NILTON LOURENÇO DA SILVA"
36;4;2007;"TEN CEL JAMES DE BARROS"
37;4;2007;"TEN CEL MARCO AURÉLIO HIPPERT DE OLIVEIRA"
38;4;2007;"TEN CEL EDUARDO TEIXEIRA ALVES"
39;4;2007;"TEN CEL ALVARO RODRIGUES GARCIA"
40;4;2007;"TEN CEL CLAUDIO LIMA FREIRE"
1;5;2007;"TEN CEL CARLOS NORBERTO MENDES"
2;5;2007;"TEN CEL GILEADE AMARO DE ALBUQUERQUE"
3;5;2007;"TEN CEL MARCOS ALEXANDRE SANTOS DE ALMEIDA"
4;5;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
5;5;2007;"TEN CEL GILMAR BARROS DOS REIS"
6;5;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;5;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
8;5;2007;"CEL GELESI RIBEIRO VIEIRA"
9;5;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;5;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;5;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;5;2007;"TEN CEL JORGE LUIZ ALFAIA DOS REIS"
13;5;2007;"TEN CEL EDSON DE ALMEIDA"
14;5;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;5;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
16;5;2007;"TEN CEL MARCUS JARDIM GONÇALVES"
17;5;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;5;2007;"TEN CEL CÉSAR AUGUSTO TANNER DE LIMA ALVES"
19;5;2007;"TEN CEL RICARDO COUTINHO PACHECO"
20;5;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;5;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
22;5;2007;"TEN CEL LUIGI FELIPE GUIMARAES GATTO"
23;5;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;5;2007;"TEN CEL NILTON JOSÉ ROSESTOLATO DE OLIVEIRA"
25;5;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;5;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;5;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;5;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
29;5;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;5;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;5;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;5;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;5;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;5;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
35;5;2007;"TEN CEL NILTON LOURENÇO DA SILVA"
36;5;2007;"TEN CEL JAMES DE BARROS"
37;5;2007;"TEN CEL MARCO AURÉLIO HIPPERT DE OLIVEIRA"
38;5;2007;"TEN CEL EDUARDO TEIXEIRA ALVES"
39;5;2007;"TEN CEL ALVARO RODRIGUES GARCIA"
40;5;2007;"TEN CEL CLAUDIO LIMA FREIRE"
1;6;2007;"TEN CEL CARLOS NORBERTO MENDES"
2;6;2007;"TEN CEL GILEADE AMARO DE ALBUQUERQUE"
3;6;2007;"TEN CEL MARCOS ALEXANDRE SANTOS DE ALMEIDA"
4;6;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
5;6;2007;"TEN CEL GILMAR BARROS DOS REIS"
6;6;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;6;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
8;6;2007;"CEL GELESI RIBEIRO VIEIRA"
9;6;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;6;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;6;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;6;2007;"TEN CEL JORGE LUIZ ALFAIA DOS REIS"
13;6;2007;"TEN CEL EDSON DE ALMEIDA"
14;6;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;6;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
16;6;2007;"TEN CEL MARCUS JARDIM GONÇALVES"
17;6;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;6;2007;"TEN CEL CÉSAR AUGUSTO TANNER DE LIMA ALVES"
19;6;2007;"TEN CEL RICARDO COUTINHO PACHECO"
20;6;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;6;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
22;6;2007;"TEN CEL LUIGI FELIPE GUIMARAES GATTO"
23;6;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;6;2007;"TEN CEL NILTON JOSÉ ROSESTOLATO DE OLIVEIRA"
25;6;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;6;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;6;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;6;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
29;6;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;6;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;6;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;6;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;6;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;6;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
35;6;2007;"TEN CEL NILTON LOURENÇO DA SILVA"
36;6;2007;"TEN CEL JAMES DE BARROS"
37;6;2007;"TEN CEL MARCO AURÉLIO HIPPERT DE OLIVEIRA"
38;6;2007;"TEN CEL EDUARDO TEIXEIRA ALVES"
39;6;2007;"TEN CEL ALVARO RODRIGUES GARCIA"
40;6;2007;"TEN CEL CLAUDIO LIMA FREIRE"
1;7;2007;"TEN CEL CARLOS NORBERTO MENDES"
2;7;2007;"TEN CEL GILEADE AMARO DE ALBUQUERQUE"
3;7;2007;"TEN CEL MARCOS ALEXANDRE SANTOS DE ALMEIDA"
4;7;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
5;7;2007;"TEN CEL GILMAR BARROS DOS REIS"
6;7;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;7;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
8;7;2007;"CEL GELESI RIBEIRO VIEIRA"
9;7;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;7;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;7;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;7;2007;"TEN CEL JORGE LUIZ ALFAIA DOS REIS"
13;7;2007;"TEN CEL EDSON DE ALMEIDA"
14;7;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;7;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
16;7;2007;"TEN CEL MARCUS JARDIM GONÇALVES"
17;7;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;7;2007;"TEN CEL CÉSAR AUGUSTO TANNER DE LIMA ALVES"
19;7;2007;"TEN CEL RICARDO COUTINHO PACHECO"
20;7;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;7;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
22;7;2007;"TEN CEL LUIGI FELIPE GUIMARAES GATTO"
23;7;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;7;2007;"TEN CEL NILTON JOSÉ ROSESTOLATO DE OLIVEIRA"
25;7;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;7;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;7;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;7;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
29;7;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;7;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;7;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;7;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;7;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;7;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
35;7;2007;"TEN CEL NILTON LOURENÇO DA SILVA"
36;7;2007;"TEN CEL JAMES DE BARROS"
37;7;2007;"TEN CEL MARCO AURÉLIO HIPPERT DE OLIVEIRA"
38;7;2007;"TEN CEL EDUARDO TEIXEIRA ALVES"
39;7;2007;"TEN CEL ALVARO RODRIGUES GARCIA"
40;7;2007;"TEN CEL CLAUDIO LIMA FREIRE"
1;8;2007;"TEN CEL CARLOS NORBERTO MENDES"
2;8;2007;"TEN CEL GILEADE AMARO DE ALBUQUERQUE"
3;8;2007;"TEN CEL MARCOS ALEXANDRE SANTOS DE ALMEIDA"
4;8;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
5;8;2007;"TEN CEL EDIVALDO CAMELO DA COSTA"
6;8;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;8;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
8;8;2007;"CEL GELESI RIBEIRO VIEIRA"
9;8;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;8;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;8;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;8;2007;"TEN CEL JORGE LUIZ ALFAIA DOS REIS"
13;8;2007;"TEN CEL EDSON DE ALMEIDA"
14;8;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;8;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
16;8;2007;"TEN CEL MARCUS JARDIM GONÇALVES"
17;8;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;8;2007;"TEN CEL CÉSAR AUGUSTO TANNER DE LIMA ALVES"
19;8;2007;"TEN CEL RICARDO COUTINHO PACHECO"
20;8;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;8;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
22;8;2007;"TEN CEL LUIGI FELIPE GUIMARAES GATTO"
23;8;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;8;2007;"TEN CEL NILTON JOSÉ ROSESTOLATO DE OLIVEIRA"
25;8;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;8;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;8;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;8;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
29;8;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;8;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;8;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;8;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;8;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;8;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
35;8;2007;"TEN CEL NILTON LOURENÇO DA SILVA"
36;8;2007;"TEN CEL JAMES DE BARROS"
37;8;2007;"TEN CEL MARCO AURÉLIO HIPPERT DE OLIVEIRA"
38;8;2007;"TEN CEL RUI LOURY ARIOLANDO DE OLIVEIRA"
39;8;2007;"TEN CEL ALVARO RODRIGUES GARCIA"
40;8;2007;"TEN CEL CLAUDIO LIMA FREIRE"
1;9;2007;"TEN CEL CARLOS NORBERTO MENDES"
2;9;2007;"TEN CEL GILEADE AMARO DE ALBUQUERQUE"
3;9;2007;"TEN CEL MARCOS ALEXANDRE SANTOS DE ALMEIDA"
4;9;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
5;9;2007;"TEN CEL EDIVALDO CAMELO DA COSTA"
6;9;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;9;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
8;9;2007;"CEL GELESI RIBEIRO VIEIRA"
9;9;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;9;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;9;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;9;2007;"TEN CEL NILTON JOSÉ ROSESTOLATO DE OLIVEIRA"
13;9;2007;"TEN CEL EDSON DE ALMEIDA"
14;9;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;9;2007;"TEN CEL LUIS ANTÔNIO CORSO DA COSTA"
16;9;2007;"TEN CEL MARCUS JARDIM GONÇALVES"
17;9;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;9;2007;"TEN CEL CÉSAR AUGUSTO TANNER DE LIMA ALVES"
19;9;2007;"TEN CEL RICARDO COUTINHO PACHECO"
20;9;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;9;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
22;9;2007;"TEN CEL LUIGI FELIPE GUIMARAES GATTO"
23;9;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;9;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
25;9;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;9;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;9;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;9;2007;"TEN CEL KLÉBER DOS SANTOS MARTINS"
29;9;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;9;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;9;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;9;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;9;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;9;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
35;9;2007;"TEN CEL NILTON LOURENÇO DA SILVA"
36;9;2007;"TEN CEL JAMES DE BARROS"
37;9;2007;"TEN CEL MARCO AURÉLIO HIPPERT DE OLIVEIRA"
38;9;2007;"TEN CEL RUI LOURY ARIOLANDO DE OLIVEIRA"
39;9;2007;"TEN CEL ALVARO RODRIGUES GARCIA"
40;9;2007;"TEN CEL CLAUDIO LIMA FREIRE"
1;10;2007;"TEN CEL CARLOS NORBERTO MENDES"
2;10;2007;"TEN CEL GILEADE AMARO DE ALBUQUERQUE"
3;10;2007;"TEN CEL MARCOS ALEXANDRE SANTOS DE ALMEIDA"
4;10;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
5;10;2007;"TEN CEL EDIVALDO CAMELO DA COSTA"
6;10;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;10;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
8;10;2007;"CEL GELESI RIBEIRO VIEIRA"
9;10;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;10;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;10;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;10;2007;"TEN CEL NILTON JOSÉ ROSESTOLATO DE OLIVEIRA"
13;10;2007;"TEN CEL EDSON DE ALMEIDA"
14;10;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;10;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
16;10;2007;"TEN CEL MARCUS JARDIM GONÇALVES"
17;10;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;10;2007;"TEN CEL CÉSAR AUGUSTO TANNER DE LIMA ALVES"
19;10;2007;"TEN CEL RICARDO COUTINHO PACHECO"
20;10;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;10;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
22;10;2007;"TEN CEL LUIGI FELIPE GUIMARAES GATTO"
23;10;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;10;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
25;10;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;10;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;10;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;10;2007;"TEN CEL KLÉBER DOS SANTOS MARTINS"
29;10;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;10;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;10;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;10;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;10;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;10;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
35;10;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
36;10;2007;"TEN CEL JAMES DE BARROS"
37;10;2007;"TEN CEL MARCO AURÉLIO HIPPERT DE OLIVEIRA"
38;10;2007;"TEN CEL RUI LOURY ARIOLANDO DE OLIVEIRA"
39;10;2007;"TEN CEL ALVARO RODRIGUES GARCIA"
40;10;2007;"TEN CEL CLAUDIO LIMA FREIRE"
1;11;2007;"TEN CEL CARLOS NORBERTO MENDES"
2;11;2007;"TEN CEL GILEADE AMARO DE ALBUQUERQUE"
3;11;2007;"TEN CEL MARCOS ALEXANDRE SANTOS DE ALMEIDA"
4;11;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
5;11;2007;"TEN CEL EDIVALDO CAMELO DA COSTA"
6;11;2007;"TEN CEL ROBERTO ALVES DE LIMA"
7;11;2007;"TEN CEL RICARDO QUEMENTO LOBASSO"
8;11;2007;"CEL GELESI RIBEIRO VIEIRA"
9;11;2007;"TEN CEL ROBSON DOS SANTOS BATALHA"
10;11;2007;"TEN CEL HÉRCULES FERREIRA BRANDÃO"
11;11;2007;"TEN CEL ROBSON DA SILVA SANTOS"
12;11;2007;"TEN CEL NILTON RICARDO COUTINHO PACHECO"
13;11;2007;"TEN CEL ANTONIO HENRIQUE DA SILVA OLIVEIRA"
14;11;2007;"CEL PAULO CÉSAR FERREIRA LOPES"
15;11;2007;"TEN CEL JOSÉ DA SILVA MACEDO JÚNIOR"
16;11;2007;"TEN CEL MARCUS JARDIM GONÇALVES"
17;11;2007;"TEN CEL CÉLIO DA CUNHA PEDROSA"
18;11;2007;"TEN CEL JOZIEL HAVANI DOS SANTOS"
19;11;2007;"TEN CEL EDSON DE ALMEIDA"
20;11;2007;"TEN CEL JÚLIO CÉSAR RAMOS"
21;11;2007;"TEN CEL ROMÃO ROBERTO DE MELLO VILAÇA"
22;11;2007;"TEN CEL LUIGI FELIPE GUIMARAES GATTO"
23;11;2007;"TEN CEL CARLOS EDUARDO MILLAN GUIMARÃES"
24;11;2007;"TEN CEL HENRIQUE LIMA DE CASTRO SARAIVA"
25;11;2007;"TEN CEL ADILSON OLIVEIRA DO NASCIMENTO"
26;11;2007;"TEN CEL LUIS CLÁUDIO CALIXTO BARBOSA"
27;11;2007;"TEN CEL PEDRO PAULO DA SILVA"
28;11;2007;"TEN CEL KLÉBER DOS SANTOS MARTINS"
29;11;2007;"CEL JORGE ROMEU PEREIRA DO NASCIMENTO"
30;11;2007;"TEN CEL ELSON HAUBRICHS BATISTA"
31;11;2007;"TEN CEL PAULO AUGUSTO DO COUTO MOUZINHO"
32;11;2007;"TEN CEL ROSANO AUGUSTO DE SOUZA"
33;11;2007;"TEN CEL MARCO AURÉLIO DE MOURA"
34;11;2007;"TEN CEL JOSIAS ANTONIO DE SOUZA"
