fmun_cod;fmun;vano;mes;mes_ano;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_bicicleta;furto_transeunte;furto_coletivo;furto_celular;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;apreensao_drogas;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;pol_militares_mortos_folga;pol_civis_mortos_folga;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
3305133;São José de Ubá;2015;11;2015m11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305158;São José do Vale do Rio Preto;2015;11;2015m11;Interior;0;0;0;0;0;3;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;1;1;1;0;2;1;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;37;3
3305208;São Pedro da Aldeia;2015;11;2015m11;Interior;3;0;0;0;4;30;5;3;20;2;0;5;0;4;1;0;0;0;0;1;0;1;14;10;2;2;1;2;39;56;0;1;0;12;7;10;5;21;5;13;9;5;1;40;2;0;1;0;0;0;0;3;5;5;273;3
3305307;São Sebastião do Alto;2015;11;2015m11;Interior;0;0;0;0;0;4;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;5;0;0;0;0;0;0;0;0;0;2;0;1;1;7;0;0;0;0;0;0;0;0;0;0;36;3
3305406;Sapucaia;2015;11;2015m11;Interior;1;0;0;0;0;13;0;0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;3;0;0;0;2;8;3;0;11;0;9;0;4;0;12;1;0;0;0;0;0;0;1;0;2;59;3
3305505;Saquarema;2015;11;2015m11;Interior;4;0;0;0;3;40;2;1;28;4;1;8;0;5;0;0;0;1;0;0;0;3;22;5;0;1;0;5;50;61;0;1;0;6;6;2;1;9;6;4;0;7;0;37;4;0;0;0;0;0;0;4;6;8;285;3
3305554;Seropédica;2015;11;2015m11;Baixada Fluminense;3;0;0;0;4;21;0;4;25;1;0;8;6;12;1;0;0;1;0;3;0;1;33;7;2;2;2;2;18;33;0;0;0;11;2;10;1;12;8;11;4;13;0;25;7;0;0;0;0;0;0;3;14;8;216;3
3305604;Silva Jardim;2015;11;2015m11;Interior;0;0;0;0;1;6;0;2;16;0;0;2;1;0;2;0;0;0;0;0;0;1;6;1;4;0;0;1;0;6;0;0;0;4;0;0;0;0;2;1;0;3;1;10;0;0;0;0;0;0;0;0;2;2;55;3
3305703;Sumidouro;2015;11;2015m11;Interior;0;0;0;0;0;6;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;2;0;0;2;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;31;3
3305752;Tanguá;2015;11;2015m11;Interior;0;0;0;0;0;13;1;0;6;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;1;0;2;18;21;0;0;0;1;1;3;0;4;5;2;2;3;0;8;0;0;0;0;0;0;0;0;1;0;85;3
3305802;Teresópolis;2015;11;2015m11;Interior;0;1;0;0;3;111;7;1;32;0;0;1;0;1;0;1;0;4;0;0;0;3;10;16;0;12;1;12;76;117;0;2;0;25;31;25;1;55;15;48;6;27;2;105;6;1;0;0;0;0;0;1;5;1;661;3
3305901;Trajano de Moraes;2015;11;2015m11;Interior;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;5;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;37;3
3306008;Três Rios;2015;11;2015m11;Interior;1;0;0;0;4;85;5;1;19;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;1;3;0;3;42;51;0;0;0;8;41;14;0;55;1;32;2;13;0;82;5;0;0;0;0;0;0;1;0;0;413;3
3306107;Valença;2015;11;2015m11;Interior;0;0;0;0;3;28;1;1;6;0;0;0;1;1;0;0;0;0;0;0;0;1;3;3;0;1;0;2;20;26;0;0;0;2;8;6;0;14;5;12;2;4;0;30;2;0;0;0;0;0;0;0;1;0;157;3
3306156;Varre-Sai;2015;11;2015m11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3306206;Vassouras;2015;11;2015m11;Interior;2;0;0;0;1;16;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2;0;2;0;1;9;15;0;0;0;3;6;2;0;8;1;4;0;4;0;26;1;0;0;0;0;0;0;2;0;0;94;3
3306305;Volta Redonda;2015;11;2015m11;Interior;3;0;0;0;3;101;10;6;16;4;0;1;0;8;1;0;0;2;0;0;0;7;22;17;2;35;3;26;102;186;0;0;0;34;17;32;6;54;8;75;18;23;0;90;6;1;0;0;0;0;0;3;11;1;726;3
3300100;Angra dos Reis;2015;12;2015m12;Interior;6;0;0;0;12;61;7;2;22;17;2;4;2;17;3;0;0;6;0;0;0;6;53;11;1;9;0;9;48;82;0;0;0;18;11;20;6;35;5;48;2;8;1;57;4;0;0;0;0;0;0;6;26;4;483;3
3300159;Aperibé;2015;12;2015m12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300209;Araruama;2015;12;2015m12;Interior;5;0;0;0;4;58;6;3;34;4;0;7;1;14;0;0;0;4;0;0;0;5;35;11;5;5;1;7;69;98;0;1;0;18;4;4;5;12;6;20;5;10;0;43;2;1;0;0;0;0;0;5;18;7;382;3
3300225;Areal;2015;12;2015m12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300233;Armação dos Búzios;2015;12;2015m12;Interior;0;0;0;0;1;30;1;0;6;2;0;1;0;2;0;0;0;0;0;0;0;5;8;8;0;2;0;5;43;60;0;1;0;8;4;8;0;12;4;13;5;3;1;28;2;0;0;0;0;0;0;0;2;1;258;3
3300258;Arraial do Cabo;2015;12;2015m12;Interior;0;0;0;0;2;28;1;0;7;2;0;1;0;5;0;0;0;0;0;0;0;2;10;2;0;4;0;4;26;36;0;0;0;0;4;7;1;12;1;5;3;5;0;26;1;1;0;0;0;0;0;0;5;1;143;3
3300308;Barra do Piraí;2015;12;2015m12;Interior;0;0;0;0;6;36;0;2;12;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;1;0;2;28;36;0;2;0;9;15;7;5;27;2;16;3;3;0;30;1;1;0;0;0;0;0;0;0;0;212;3
3300407;Barra Mansa;2015;12;2015m12;Interior;1;0;0;0;8;54;1;2;15;7;1;3;0;7;0;0;0;1;0;0;0;3;22;5;1;13;0;14;91;124;0;1;0;13;13;13;2;28;8;35;8;20;0;61;5;0;0;0;0;0;0;1;8;3;473;3
3300456;Belford Roxo;2015;12;2015m12;Baixada Fluminense;17;0;0;0;14;158;9;2;56;5;0;57;21;126;11;0;0;17;0;6;0;24;267;30;1;26;8;11;76;152;0;2;0;29;0;19;1;20;74;52;13;29;1;92;8;1;0;0;0;0;0;17;154;57;1073;3
3300506;Bom Jardim;2015;12;2015m12;Interior;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;5;11;0;0;0;1;4;4;0;8;1;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;53;3
3300605;Bom Jesus do Itabapoana;2015;12;2015m12;Interior;0;0;0;0;1;33;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;13;18;0;0;0;2;2;1;1;4;1;4;1;7;0;19;0;0;0;0;0;0;0;0;0;0;112;3
3300704;Cabo Frio;2015;12;2015m12;Interior;6;0;0;0;13;104;8;3;28;5;0;15;3;22;7;0;0;4;0;0;0;13;68;23;1;13;5;14;109;166;0;5;1;26;10;54;7;66;20;77;35;24;0;100;3;0;0;0;0;0;0;6;33;15;764;3
3300803;Cachoeiras de Macacu;2015;12;2015m12;Interior;2;0;0;0;4;28;1;1;14;1;0;1;0;5;0;0;0;0;0;0;0;1;8;2;1;2;0;3;30;38;0;1;0;3;3;3;0;5;1;8;0;4;0;34;1;0;0;0;0;0;0;2;5;1;188;3
3300902;Cambuci;2015;12;2015m12;Interior;0;0;0;0;0;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5;7;0;0;0;1;0;0;0;0;1;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;41;3
3300936;Carapebus;2015;12;2015m12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300951;Comendador Levy Gasparian;2015;12;2015m12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3301009;Campos dos Goytacazes;2015;12;2015m12;Interior;14;1;0;1;26;96;12;7;72;6;3;20;5;90;2;0;0;8;0;0;1;22;157;25;4;61;45;11;169;315;0;6;0;75;31;57;17;103;20;110;28;38;2;83;6;1;2;0;0;0;0;16;100;20;1261;3
3301108;Cantagalo;2015;12;2015m12;Interior;0;0;0;0;0;10;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;3;10;13;0;0;0;0;10;3;0;13;1;2;1;2;1;11;0;1;0;0;0;0;0;0;0;0;70;3
3301157;Cardoso Moreira;2015;12;2015m12;Interior;0;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;2;2;7;0;0;0;2;8;6;0;14;2;9;1;2;0;24;0;0;0;0;0;0;0;0;0;0;85;3
3301207;Carmo;2015;12;2015m12;Interior;0;0;0;0;0;12;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;5;5;0;0;0;1;0;1;0;1;1;0;0;3;0;8;0;0;0;0;0;0;0;0;0;0;69;3
3301306;Casimiro de Abreu;2015;12;2015m12;Interior;2;0;0;0;0;32;0;1;11;0;0;1;1;4;0;0;1;0;0;0;0;0;7;2;2;3;0;3;13;23;0;2;0;4;2;2;1;5;0;6;0;2;0;19;2;0;0;0;0;0;0;2;4;1;110;3
3301405;Conceição de Macabu;2015;12;2015m12;Interior;1;0;0;0;0;9;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;4;6;0;0;0;0;3;1;0;4;1;1;1;0;2;12;0;0;0;0;0;0;0;1;0;2;43;3
3301504;Cordeiro;2015;12;2015m12;Interior;0;0;0;0;0;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;7;11;0;0;0;3;5;0;0;5;1;3;0;1;0;15;0;0;0;0;0;0;0;0;0;0;66;3
3301603;Duas Barras;2015;12;2015m12;Interior;0;0;0;0;0;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;0;0;0;0;0;0;0;0;1;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;27;3
3301702;Duque de Caxias;2015;12;2015m12;Baixada Fluminense;20;0;0;3;15;314;19;9;169;26;4;256;89;381;72;0;0;59;0;2;1;70;958;63;2;289;33;50;305;744;0;5;0;136;6;14;1;21;140;85;14;67;2;239;28;1;0;1;0;0;0;23;512;256;3331;3
3301801;Engenheiro Paulo de Frontin;2015;12;2015m12;Interior;0;0;0;0;1;14;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;0;0;0;3;3;2;0;5;0;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;45;3
3301850;Guapimirim;2015;12;2015m12;Baixada Fluminense;2;0;0;0;0;32;0;3;37;0;1;4;5;1;1;0;0;3;0;0;0;2;17;6;2;1;0;5;13;27;0;1;0;2;2;3;0;5;6;4;2;8;0;18;3;0;0;0;0;0;0;2;5;4;172;3
3301876;Iguaba Grande;2015;12;2015m12;Interior;0;0;0;0;2;9;0;0;3;0;1;1;0;2;0;0;0;0;0;0;0;0;4;1;0;2;0;0;14;17;0;0;0;0;3;4;0;7;0;7;0;2;0;7;0;0;0;0;0;0;0;0;2;1;80;3
3301900;Itaboraí;2015;12;2015m12;Interior;4;0;1;1;11;92;13;2;33;12;0;23;7;47;14;0;0;10;0;1;0;6;120;21;1;31;3;17;89;162;0;3;0;27;0;17;0;17;19;52;13;16;0;98;10;4;0;0;0;0;0;6;71;23;685;3
3302007;Itaguaí;2015;12;2015m12;Baixada Fluminense;3;0;0;0;8;45;6;1;8;9;4;63;8;20;5;0;0;4;0;1;0;38;152;19;1;5;1;8;83;117;0;0;0;19;4;10;1;14;32;20;5;9;1;35;5;0;0;0;0;0;0;3;29;63;500;3
3302056;Italva;2015;12;2015m12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302106;Itaocara;2015;12;2015m12;Interior;0;0;1;0;0;13;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;1;3;3;0;0;1;1;7;12;0;0;0;0;4;3;0;7;2;6;1;2;0;11;0;0;0;0;0;0;0;1;0;2;67;3
3302205;Itaperuna;2015;12;2015m12;Interior;0;0;0;0;2;49;5;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2;2;1;2;33;45;0;0;0;16;27;17;1;41;6;30;4;5;0;34;1;0;0;0;0;0;0;0;0;0;291;3
3302254;Itatiaia;2015;12;2015m12;Interior;2;0;1;0;1;22;1;0;5;2;0;1;0;4;0;0;0;0;0;0;0;3;10;0;2;1;1;4;18;26;0;2;0;4;48;6;2;55;0;8;3;5;2;34;0;0;0;0;0;0;0;3;4;1;171;3
3302270;Japeri;2015;12;2015m12;Baixada Fluminense;13;0;0;1;12;56;4;0;16;1;2;6;1;21;3;0;0;3;0;0;0;7;44;4;1;4;1;3;21;34;0;1;0;11;1;17;7;25;10;28;3;59;0;55;6;1;0;0;0;0;0;14;27;6;381;3
3302304;Laje do Muriaé;2015;12;2015m12;Interior;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;4;0;0;0;0;1;3;1;5;0;4;3;16;0;4;0;0;0;0;0;0;0;0;0;0;41;3
3302403;Macaé;2015;12;2015m12;Interior;7;0;0;0;13;87;4;2;38;15;4;29;3;54;8;0;0;19;1;2;0;14;149;20;2;37;11;17;115;202;0;0;0;49;4;19;1;23;11;42;15;13;1;86;6;2;0;0;0;0;0;7;81;29;825;3
3302452;Macuco;2015;12;2015m12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302502;Magé;2015;12;2015m12;Baixada Fluminense;14;0;0;2;11;108;6;1;55;2;1;18;9;25;10;0;0;15;0;2;0;20;102;24;3;16;11;12;91;157;0;0;0;15;3;10;1;13;14;32;8;33;1;68;6;0;0;0;0;0;0;16;50;18;692;3
3302601;Mangaratiba;2015;12;2015m12;Interior;0;0;0;0;4;20;6;0;9;0;0;2;1;2;2;0;0;0;0;0;0;1;8;15;0;1;0;3;33;52;0;0;0;8;3;2;1;6;3;9;0;4;0;27;0;0;0;0;0;0;0;0;4;2;161;3
3302700;Maricá;2015;12;2015m12;Grande Niterói;3;0;0;0;2;76;5;3;36;2;0;8;0;25;1;0;0;1;0;0;0;8;45;17;0;10;2;11;66;106;0;0;0;24;5;6;1;12;11;15;1;6;0;82;5;1;0;0;0;0;0;3;27;8;557;3
3302809;Mendes;2015;12;2015m12;Interior;0;0;0;0;0;10;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;6;0;1;0;0;3;0;0;3;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;44;3
3302858;Mesquita;2015;12;2015m12;Baixada Fluminense;4;0;0;1;6;73;6;1;22;3;1;50;12;61;15;0;0;3;0;2;0;11;158;14;0;97;4;6;36;157;0;0;0;25;1;11;3;15;35;20;7;63;1;77;10;0;0;0;0;1;0;5;79;50;738;3
3302908;Miguel Pereira;2015;12;2015m12;Interior;0;0;0;0;0;22;2;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;16;21;0;0;0;2;0;0;1;1;1;8;0;5;0;39;2;0;0;0;0;0;0;0;0;0;157;3
3303005;Miracema;2015;12;2015m12;Interior;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;6;0;0;0;1;7;2;3;11;0;4;0;3;2;8;0;0;0;0;0;0;0;0;0;0;56;3
3303104;Natividade;2015;12;2015m12;Interior;0;0;0;0;0;13;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;1;1;2;0;3;0;0;0;1;0;8;0;2;0;0;0;0;0;0;0;0;50;3
3303203;Nilópolis;2015;12;2015m12;Baixada Fluminense;5;0;0;0;3;65;1;2;14;7;1;98;27;107;5;0;0;24;1;1;0;20;291;30;0;37;4;13;68;152;0;1;0;35;0;5;1;6;16;19;8;8;0;62;3;0;0;0;0;0;0;5;136;98;763;3
3303302;Niterói;2015;12;2015m12;Grande Niterói;8;0;0;2;12;192;9;5;155;22;4;110;7;207;16;0;0;33;0;1;3;41;443;94;5;142;33;64;330;669;0;10;3;164;15;29;4;48;69;81;25;56;9;174;8;5;0;0;0;0;1;10;256;110;2431;3
3303401;Nova Friburgo;2015;12;2015m12;Interior;0;0;0;0;6;102;6;2;17;2;0;0;0;5;0;0;0;4;0;1;0;2;14;17;1;7;3;4;87;119;0;1;0;23;10;23;3;35;19;39;8;9;3;150;5;0;0;0;0;0;0;0;9;0;605;3
3303500;Nova Iguaçu;2015;12;2015m12;Baixada Fluminense;29;0;0;0;24;375;30;5;153;40;4;219;43;318;43;0;0;85;0;10;0;55;816;76;3;175;21;48;319;643;0;3;0;88;12;28;2;42;90;88;36;120;2;334;37;1;0;0;0;0;0;29;446;219;3160;3
3303609;Paracambi;2015;12;2015m12;Baixada Fluminense;3;0;0;0;1;34;2;0;11;3;0;1;2;2;1;0;0;1;0;0;1;3;14;2;0;1;1;1;12;17;0;0;0;7;4;6;4;13;3;10;4;5;3;39;0;1;0;0;0;0;0;3;4;1;158;3
3303708;Paraíba do Sul;2015;12;2015m12;Interior;0;0;0;0;0;16;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;3;15;21;0;0;1;1;9;2;1;12;1;3;0;5;0;18;0;0;0;0;0;0;0;0;0;0;98;3
3303807;Paraty;2015;12;2015m12;Interior;1;0;0;0;2;21;1;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;5;3;2;1;0;4;39;48;0;0;0;8;9;4;1;14;1;8;2;6;1;14;0;0;0;0;0;0;0;1;1;0;183;3
3303856;Paty do Alferes;2015;12;2015m12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3303906;Petrópolis;2015;12;2015m12;Interior;2;0;0;0;12;132;12;0;39;1;2;5;2;13;2;0;0;1;0;0;0;3;29;12;0;31;5;21;104;173;0;2;0;37;25;33;5;62;15;63;7;40;0;139;7;0;0;0;0;0;0;2;16;5;844;3
3303955;Pinheiral;2015;12;2015m12;Interior;0;0;0;0;0;31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;7;9;0;0;0;1;4;1;1;6;1;6;0;1;0;15;2;0;0;0;0;0;0;0;0;0;68;3
3304003;Piraí;2015;12;2015m12;Interior;0;0;0;0;0;19;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;4;0;0;0;0;2;15;17;0;0;0;3;7;4;0;10;1;12;1;2;0;11;0;0;0;0;0;0;0;0;0;0;85;3
3304102;Porciúncula;2015;12;2015m12;Interior;1;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;24;30;0;0;0;4;0;1;0;1;0;3;0;6;0;12;0;0;0;0;0;0;0;1;0;0;93;3
3304110;Porto Real;2015;12;2015m12;Interior;0;0;0;0;1;25;0;0;10;2;0;0;0;1;0;0;0;1;0;0;0;0;4;1;0;1;0;1;12;15;0;0;0;1;0;3;0;3;0;6;1;2;0;12;0;0;0;0;0;0;0;0;2;0;76;3
3304128;Quatis;2015;12;2015m12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3304144;Queimados;2015;12;2015m12;Baixada Fluminense;10;0;0;0;7;102;7;1;29;11;0;33;6;60;3;0;0;9;0;0;0;3;125;7;2;9;0;7;32;57;0;3;0;13;1;9;0;10;10;28;5;11;0;60;7;0;0;0;0;0;0;10;72;33;512;3
3304151;Quissamã;2015;12;2015m12;Interior;1;0;0;0;0;14;2;1;1;1;0;1;0;2;0;0;0;0;0;0;0;1;5;0;1;0;0;0;10;11;0;0;0;2;1;3;0;4;1;9;1;5;0;9;0;0;0;0;0;0;0;1;2;1;78;3
3304201;Resende;2015;12;2015m12;Interior;2;0;0;0;2;46;3;0;10;5;0;1;0;4;0;0;0;0;0;0;0;4;13;2;1;13;4;9;49;79;0;2;0;27;7;15;0;21;4;28;11;10;4;63;5;0;0;0;0;0;0;2;4;1;422;3
3304300;Rio Bonito;2015;12;2015m12;Interior;0;0;0;0;0;20;3;1;13;1;0;4;1;4;0;0;0;1;0;0;0;0;11;7;1;0;0;2;25;35;0;0;0;12;4;5;0;9;3;10;6;2;0;18;1;1;0;0;0;0;0;0;5;4;150;3
3304409;Rio Claro;2015;12;2015m12;Interior;0;0;1;0;2;4;0;0;51;0;1;0;0;0;0;0;0;0;0;0;0;3;4;2;0;0;0;0;5;7;0;0;0;3;3;2;0;5;2;16;2;4;0;10;0;0;0;0;0;0;0;1;0;0;56;3
3304508;Rio das Flores;2015;12;2015m12;Interior;0;0;0;0;0;4;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;19;3
3304524;Rio das Ostras;2015;12;2015m12;Interior;7;0;0;0;4;66;2;2;22;13;5;12;0;39;2;0;0;4;0;1;0;3;81;32;0;37;5;10;99;181;0;3;0;32;7;22;1;27;5;50;11;11;2;74;1;0;0;0;0;0;0;7;45;12;632;3
3304557;Rio de Janeiro;2015;12;2015m12;Capital;125;2;2;16;175;2712;139;52;1658;286;52;1569;516;3041;419;2;0;621;4;54;10;1056;7457;538;83;1676;748;955;4046;8219;0;62;10;1928;623;231;80;924;904;995;315;462;29;2270;257;15;2;2;0;7;1;145;4081;1569;32774;3
3304607;Santa Maria Madalena;2015;12;2015m12;Interior;0;0;0;0;0;6;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;5;7;0;0;0;0;1;0;0;1;2;1;0;0;0;7;0;1;0;0;0;0;0;0;0;1;29;3
3304706;Santo Antônio de Pádua;2015;12;2015m12;Interior;0;0;0;0;2;26;1;1;12;0;0;1;0;0;0;0;0;1;0;0;0;0;2;5;2;0;0;7;26;40;0;0;0;4;9;6;0;14;0;7;3;4;0;24;0;0;0;0;0;0;0;0;1;1;170;3
3304755;São Francisco de Itabapoana;2015;12;2015m12;Interior;4;0;0;0;1;9;2;1;2;1;0;0;0;0;0;0;0;1;0;0;0;1;3;1;2;0;0;0;14;17;0;0;0;0;1;2;0;3;1;6;0;1;0;16;1;0;0;0;0;0;0;4;1;0;81;3
3304805;São Fidélis;2015;12;2015m12;Interior;2;0;0;0;2;9;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;6;0;0;0;2;3;2;1;5;0;5;0;0;0;13;0;1;0;0;0;0;0;2;0;0;67;3
3304904;São Gonçalo;2015;12;2015m12;Grande Niterói;28;0;4;1;13;333;16;9;170;50;17;290;63;612;48;1;0;90;0;4;0;85;1260;100;0;171;20;61;258;610;0;11;0;133;9;33;4;46;171;103;28;39;1;314;22;3;1;0;0;0;0;33;750;290;3566;3
3305000;São João da Barra;2015;12;2015m12;Interior;0;0;0;0;1;16;0;0;16;1;0;0;0;3;0;0;0;0;0;0;0;0;4;5;0;2;0;1;18;26;0;0;0;5;3;3;0;6;3;9;1;1;0;13;1;0;0;0;0;0;0;0;3;0;130;3
3305109;São João de Meriti;2015;12;2015m12;Baixada Fluminense;9;0;1;1;11;194;6;2;83;15;6;180;71;242;30;0;0;61;0;3;0;43;651;33;0;48;8;15;111;215;0;2;0;65;3;18;0;21;108;46;23;13;1;146;20;0;0;0;0;0;0;11;333;180;1690;3
3305133;São José de Ubá;2015;12;2015m12;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305158;São José do Vale do Rio Preto;2015;12;2015m12;Interior;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;1;1;4;0;0;0;0;3;1;0;4;1;2;0;1;0;12;0;0;0;0;0;0;0;0;0;0;40;3
3305208;São Pedro da Aldeia;2015;12;2015m12;Interior;3;0;0;0;1;38;7;3;41;4;0;4;1;9;0;0;0;0;0;0;0;1;19;6;0;3;0;7;34;50;0;1;0;9;8;9;4;20;8;16;6;7;0;24;0;0;0;0;0;0;0;3;9;4;273;3
3305307;São Sebastião do Alto;2015;12;2015m12;Interior;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;1;0;0;20;3
3305406;Sapucaia;2015;12;2015m12;Interior;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;6;0;0;0;1;2;1;0;3;1;0;0;3;0;8;1;0;0;0;0;0;0;0;0;0;41;3
